ID,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Positive_1528,13.000000,2.554897,11.999968,0.076923,0.153846,0.000000,0.000000,0.000000,0.353846,0.538462,0.384615,0.819231
Positive_1744,75.000000,3.497812,8.803625,0.133333,0.026667,0.040000,0.026667,0.080000,-0.694667,0.306667,0.053333,1.872400
Positive_1377,22.000000,3.693936,10.477805,0.181818,0.000000,0.181818,0.000000,0.000000,0.427273,0.590909,0.090909,-0.309091
Positive_NA11,4.000000,1.552442,10.002737,0.500000,0.000000,0.000000,0.000000,0.000000,-0.550000,0.500000,0.500000,1.285000
Positive_1642,14.000000,-0.476849,5.494989,0.000000,0.000000,0.000000,0.000000,0.000000,2.321429,0.928571,0.214286,-3.385000
Positive_1532,2.000000,-0.445053,5.524318,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,1.000000,1.000000,-1.420000
Positive_1636,51.000000,0.154788,7.554323,0.117647,0.000000,0.058824,0.058824,0.039216,-0.307843,0.294118,0.117647,1.097059
Positive_1622,44.000000,0.393306,7.704321,0.068182,0.090909,0.022727,0.045455,0.090909,-0.740909,0.181818,0.068182,2.561136
Positive_1145,18.000000,5.625594,11.999968,0.111111,0.222222,0.111111,0.000000,0.000000,-0.444444,0.444444,0.000000,3.105556
Positive_1033,28.000000,3.597780,10.477869,0.142857,0.000000,0.000000,0.000000,0.000000,1.032143,0.714286,0.035714,-0.910714
Positive_NA14,40.000000,2.490709,8.679008,0.050000,0.075000,0.025000,0.050000,0.000000,0.067500,0.325000,0.050000,1.464000
Positive_1664,9.000000,-0.445053,5.524318,0.000000,0.000000,0.000000,0.000000,0.000000,2.011111,0.777778,0.111111,-2.821111
Positive_NA15,13.000000,2.600286,10.302322,0.230769,0.000000,0.000000,0.000000,0.000000,0.892308,0.692308,0.076923,-0.984615
Positive_1379,22.000000,3.744286,10.477934,0.181818,0.000000,0.181818,0.000000,0.000000,0.427273,0.590909,0.090909,-0.309091
Positive_1185,8.000000,2.503385,9.502076,0.125000,0.250000,0.000000,0.000000,0.000000,-1.375000,0.375000,0.375000,3.538750
Positive_1246,37.000000,5.541456,10.391030,0.189189,0.027027,0.000000,0.027027,0.027027,-0.072973,0.459459,0.054054,0.846757
Positive_1706,28.000000,4.405346,9.216094,0.071429,0.107143,0.000000,0.000000,0.000000,-0.228571,0.178571,0.000000,1.868571
Positive_1222,30.000000,-1.368426,5.978121,0.000000,0.033333,0.066667,0.066667,0.000000,-0.446667,0.300000,0.000000,0.938667
Positive_1647,6.000000,-0.441204,5.553420,0.000000,0.000000,0.000000,0.000000,0.000000,1.600000,0.333333,0.000000,-0.545000
Positive_1257,2.000000,-0.445053,5.524318,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,1.000000,0.500000,-0.835000
Positive_1228,25.000000,7.537408,10.845339,0.320000,0.000000,0.000000,0.000000,0.000000,0.508000,0.680000,0.040000,-0.470800
Positive_NA8,4.000000,-0.476849,5.494989,0.000000,0.000000,0.000000,0.000000,0.000000,2.475000,0.750000,0.250000,-2.985000
Positive_1230,25.000000,7.537408,10.845339,0.320000,0.000000,0.000000,0.000000,0.000000,0.372000,0.640000,0.040000,-0.398400
Positive_1372,26.000000,7.683914,10.845339,0.307692,0.000000,0.153846,0.000000,0.000000,-0.107692,0.538462,0.000000,0.493077
Positive_1490,15.000000,-0.476849,5.494989,0.000000,0.000000,0.000000,0.000000,0.000000,2.106667,0.933333,0.266667,-3.314667
Positive_1378,22.000000,3.744286,10.477934,0.181818,0.000000,0.181818,0.000000,0.000000,0.581818,0.636364,0.000000,-0.426364
Positive_NA4,6.000000,-0.444631,5.835682,0.000000,0.166667,0.000000,0.166667,0.000000,-0.650000,0.500000,0.333333,2.793333
Positive_1380,23.000000,3.547430,10.477740,0.173913,0.000000,0.000000,0.000000,0.000000,1.495652,0.782609,0.000000,-1.709130
Positive_NA1,10.000000,-0.410064,6.746072,0.100000,0.100000,0.100000,0.200000,0.000000,-1.000000,0.400000,0.200000,3.077000
Positive_1283,2.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,1.000000,0.500000,-3.510000
Positive_1635,21.000000,2.588729,10.267122,0.095238,0.142857,0.047619,0.000000,0.095238,-0.828571,0.380952,0.190476,2.909524
Positive_1608,7.000000,-2.441654,4.050028,0.000000,0.000000,0.000000,0.285714,0.000000,-1.442857,0.285714,0.142857,4.112857
Positive_1665,9.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,2.955556,0.888889,0.222222,-3.498889
Positive_1205,10.000000,2.589043,11.166263,0.200000,0.100000,0.100000,0.000000,0.000000,-0.660000,0.500000,0.400000,1.666000
Positive_1492,23.000000,2.585178,10.001383,0.173913,0.000000,0.043478,0.000000,0.043478,0.082609,0.434783,0.130435,0.419130
Positive_1186,6.000000,1.503410,8.903229,0.166667,0.166667,0.000000,0.000000,0.000000,-0.933333,0.333333,0.333333,2.620000
Positive_NA6,6.000000,0.591549,8.754823,0.000000,0.166667,0.166667,0.000000,0.000000,-0.550000,0.500000,0.333333,1.970000
Positive_1666,9.000000,-0.392198,5.570017,0.000000,0.000000,0.000000,0.000000,0.000000,2.733333,0.888889,0.222222,-3.153333
Positive_1249,22.000000,2.585178,10.001383,0.181818,0.000000,0.045455,0.000000,0.045455,-0.000000,0.409091,0.136364,0.545000
Positive_1224,25.000000,7.537408,10.845339,0.320000,0.000000,0.000000,0.000000,0.000000,0.748000,0.680000,0.040000,-0.844000
Positive_1039,16.000000,-2.344155,5.978234,0.000000,0.000000,0.250000,0.125000,0.000000,-0.300000,0.375000,0.000000,1.298750
Positive_1661,9.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,2.166667,0.777778,0.222222,-3.225556
Positive_1251,26.000000,4.544925,10.602487,0.192308,0.000000,0.000000,0.000000,0.000000,0.842308,0.538462,0.076923,-0.880769
Positive_1172,9.000000,-0.479355,5.494364,0.000000,0.000000,0.000000,0.000000,0.000000,0.722222,0.666667,0.444444,-0.620000
Positive_NA10,4.000000,0.591574,8.757208,0.250000,0.000000,0.250000,0.000000,0.000000,-0.375000,0.500000,0.500000,1.062500
Positive_NA2,10.000000,-0.410064,6.746072,0.100000,0.100000,0.100000,0.200000,0.000000,-1.000000,0.400000,0.200000,3.077000
Positive_1362,26.000000,4.543540,10.301548,0.230769,0.000000,0.000000,0.000000,0.038462,0.273077,0.461538,0.076923,-0.066538
Positive_1067,28.000000,1.598673,9.529410,0.142857,0.000000,0.000000,0.071429,0.000000,0.839286,0.678571,0.035714,-0.441071
Positive_1054,15.000000,4.280198,11.834348,0.066667,0.333333,0.000000,0.066667,0.000000,-1.066667,0.400000,0.133333,4.590667
Positive_1174,9.000000,-0.479355,5.494364,0.000000,0.000000,0.000000,0.000000,0.000000,0.311111,0.666667,0.444444,-0.547778
Positive_1347,19.000000,0.628200,8.764171,0.052632,0.000000,0.105263,0.000000,0.000000,0.778947,0.578947,0.052632,-0.205789
Positive_1073,13.000000,3.597780,10.477869,0.307692,0.000000,0.000000,0.000000,0.000000,0.446154,0.615385,0.076923,-0.376923
Positive_1048,4.000000,0.557849,9.598714,0.000000,0.500000,0.000000,0.250000,0.000000,-2.000000,0.250000,0.000000,8.410000
Positive_1105,3.000000,0.557428,9.750021,0.000000,0.333333,0.000000,0.000000,0.000000,1.033333,0.666667,0.000000,1.693333
Positive_1882,15.000000,4.544925,10.602487,0.333333,0.000000,0.000000,0.000000,0.000000,0.540000,0.600000,0.133333,-0.538000
Positive_1160,2.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,1.900000,0.500000,0.000000,-2.490000
Positive_1176,9.000000,-0.479355,5.494364,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.666667,0.444444,-0.475556
Positive_1232,25.000000,7.647287,10.845339,0.320000,0.000000,0.120000,0.000000,0.000000,-0.092000,0.560000,0.040000,0.305600
Positive_NA5,4.000000,0.554922,8.747602,0.000000,0.250000,0.000000,0.000000,0.000000,-1.150000,0.500000,0.500000,3.020000
Positive_1883,15.000000,4.544925,10.602487,0.333333,0.000000,0.000000,0.000000,0.000000,0.026667,0.466667,0.133333,0.253333
Positive_NA3,8.000000,-0.408005,6.743628,0.000000,0.125000,0.125000,0.125000,0.000000,-0.325000,0.500000,0.250000,2.062500
Positive_1032,30.000000,4.593890,10.301677,0.200000,0.000000,0.000000,0.000000,0.033333,0.350000,0.533333,0.033333,-0.256333
Positive_1165,2.000000,0.520645,8.720010,0.500000,0.000000,0.000000,0.000000,0.000000,0.150000,0.500000,0.000000,0.755000
Positive_1044,38.000000,6.278089,11.884827,0.052632,0.184211,0.000000,0.052632,0.000000,-0.107895,0.473684,0.052632,2.067368
Positive_1055,20.000000,0.557849,9.598714,0.000000,0.100000,0.000000,0.050000,0.000000,0.740000,0.550000,0.000000,0.176500
Positive_1531,2.000000,-0.445053,5.524318,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,1.000000,0.500000,-2.390000
Positive_1398,12.000000,3.523050,11.999968,0.000000,0.333333,0.000000,0.000000,0.000000,0.691667,0.666667,0.083333,2.388333
Positive_1159,2.000000,-0.476849,5.494989,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,1.000000,0.500000,-3.510000
Positive_1376,22.000000,3.693936,10.477805,0.181818,0.000000,0.181818,0.000000,0.000000,0.427273,0.590909,0.000000,-0.344091
Positive_1146,21.000000,3.595274,10.176995,0.190476,0.000000,0.000000,0.000000,0.000000,0.933333,0.666667,0.047619,-1.014762
