ID,CTD_C_hydrophobicity_g1,CTD_C_hydrophobicity_g2,CTD_C_hydrophobicity_g3,CTD_C_vdw_volume_g1,CTD_C_vdw_volume_g2,CTD_C_vdw_volume_g3,CTD_C_polarity_g1,CTD_C_polarity_g2,CTD_C_polarity_g3,CTD_C_polarizability_g1,CTD_C_polarizability_g2,CTD_C_polarizability_g3,CTD_C_charge_g1,CTD_C_charge_g2,CTD_C_charge_g3,CTD_C_secondary_structure_g1,CTD_C_secondary_structure_g2,CTD_C_secondary_structure_g3,CTD_C_solvent_accessibility_g1,CTD_C_solvent_accessibility_g2,CTD_C_solvent_accessibility_g3,CTD_T_hydrophobicity_12,CTD_T_hydrophobicity_13,CTD_T_hydrophobicity_23,CTD_T_vdw_volume_12,CTD_T_vdw_volume_13,CTD_T_vdw_volume_23,CTD_T_polarity_12,CTD_T_polarity_13,CTD_T_polarity_23,CTD_T_polarizability_12,CTD_T_polarizability_13,CTD_T_polarizability_23,CTD_T_charge_12,CTD_T_charge_13,CTD_T_charge_23,CTD_T_secondary_structure_12,CTD_T_secondary_structure_13,CTD_T_secondary_structure_23,CTD_T_solvent_accessibility_12,CTD_T_solvent_accessibility_13,CTD_T_solvent_accessibility_23,CTD_D_hydrophobicity_g1_0,CTD_D_hydrophobicity_g1_25,CTD_D_hydrophobicity_g1_50,CTD_D_hydrophobicity_g1_75,CTD_D_hydrophobicity_g1_100,CTD_D_hydrophobicity_g2_0,CTD_D_hydrophobicity_g2_25,CTD_D_hydrophobicity_g2_50,CTD_D_hydrophobicity_g2_75,CTD_D_hydrophobicity_g2_100,CTD_D_hydrophobicity_g3_0,CTD_D_hydrophobicity_g3_25,CTD_D_hydrophobicity_g3_50,CTD_D_hydrophobicity_g3_75,CTD_D_hydrophobicity_g3_100,CTD_D_vdw_volume_g1_0,CTD_D_vdw_volume_g1_25,CTD_D_vdw_volume_g1_50,CTD_D_vdw_volume_g1_75,CTD_D_vdw_volume_g1_100,CTD_D_vdw_volume_g2_0,CTD_D_vdw_volume_g2_25,CTD_D_vdw_volume_g2_50,CTD_D_vdw_volume_g2_75,CTD_D_vdw_volume_g2_100,CTD_D_vdw_volume_g3_0,CTD_D_vdw_volume_g3_25,CTD_D_vdw_volume_g3_50,CTD_D_vdw_volume_g3_75,CTD_D_vdw_volume_g3_100,CTD_D_polarity_g1_0,CTD_D_polarity_g1_25,CTD_D_polarity_g1_50,CTD_D_polarity_g1_75,CTD_D_polarity_g1_100,CTD_D_polarity_g2_0,CTD_D_polarity_g2_25,CTD_D_polarity_g2_50,CTD_D_polarity_g2_75,CTD_D_polarity_g2_100,CTD_D_polarity_g3_0,CTD_D_polarity_g3_25,CTD_D_polarity_g3_50,CTD_D_polarity_g3_75,CTD_D_polarity_g3_100,CTD_D_polarizability_g1_0,CTD_D_polarizability_g1_25,CTD_D_polarizability_g1_50,CTD_D_polarizability_g1_75,CTD_D_polarizability_g1_100,CTD_D_polarizability_g2_0,CTD_D_polarizability_g2_25,CTD_D_polarizability_g2_50,CTD_D_polarizability_g2_75,CTD_D_polarizability_g2_100,CTD_D_polarizability_g3_0,CTD_D_polarizability_g3_25,CTD_D_polarizability_g3_50,CTD_D_polarizability_g3_75,CTD_D_polarizability_g3_100,CTD_D_charge_g1_0,CTD_D_charge_g1_25,CTD_D_charge_g1_50,CTD_D_charge_g1_75,CTD_D_charge_g1_100,CTD_D_charge_g2_0,CTD_D_charge_g2_25,CTD_D_charge_g2_50,CTD_D_charge_g2_75,CTD_D_charge_g2_100,CTD_D_charge_g3_0,CTD_D_charge_g3_25,CTD_D_charge_g3_50,CTD_D_charge_g3_75,CTD_D_charge_g3_100,CTD_D_secondary_structure_g1_0,CTD_D_secondary_structure_g1_25,CTD_D_secondary_structure_g1_50,CTD_D_secondary_structure_g1_75,CTD_D_secondary_structure_g1_100,CTD_D_secondary_structure_g2_0,CTD_D_secondary_structure_g2_25,CTD_D_secondary_structure_g2_50,CTD_D_secondary_structure_g2_75,CTD_D_secondary_structure_g2_100,CTD_D_secondary_structure_g3_0,CTD_D_secondary_structure_g3_25,CTD_D_secondary_structure_g3_50,CTD_D_secondary_structure_g3_75,CTD_D_secondary_structure_g3_100,CTD_D_solvent_accessibility_g1_0,CTD_D_solvent_accessibility_g1_25,CTD_D_solvent_accessibility_g1_50,CTD_D_solvent_accessibility_g1_75,CTD_D_solvent_accessibility_g1_100,CTD_D_solvent_accessibility_g2_0,CTD_D_solvent_accessibility_g2_25,CTD_D_solvent_accessibility_g2_50,CTD_D_solvent_accessibility_g2_75,CTD_D_solvent_accessibility_g2_100,CTD_D_solvent_accessibility_g3_0,CTD_D_solvent_accessibility_g3_25,CTD_D_solvent_accessibility_g3_50,CTD_D_solvent_accessibility_g3_75,CTD_D_solvent_accessibility_g3_100
Positive_1051,0.400000,0.200000,0.400000,0.200000,0.600000,0.200000,0.400000,0.200000,0.400000,0.200000,0.600000,0.200000,0.200000,0.800000,0.000000,0.600000,0.200000,0.200000,0.600000,0.400000,0.000000,0.250000,0.250000,0.250000,0.500000,0.000000,0.250000,0.250000,0.250000,0.250000,0.500000,0.000000,0.250000,0.250000,0.000000,0.000000,0.250000,0.250000,0.250000,0.500000,0.000000,0.000000,20.000000,20.000000,20.000000,100.000000,100.000000,40.000000,40.000000,40.000000,40.000000,40.000000,60.000000,60.000000,60.000000,80.000000,80.000000,40.000000,40.000000,40.000000,40.000000,40.000000,20.000000,20.000000,60.000000,80.000000,80.000000,100.000000,100.000000,100.000000,100.000000,100.000000,60.000000,60.000000,60.000000,80.000000,80.000000,40.000000,40.000000,40.000000,40.000000,40.000000,20.000000,20.000000,20.000000,100.000000,100.000000,40.000000,40.000000,40.000000,40.000000,40.000000,20.000000,20.000000,60.000000,80.000000,80.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,20.000000,20.000000,40.000000,60.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,20.000000,80.000000,100.000000,100.000000,60.000000,60.000000,60.000000,60.000000,60.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,40.000000,60.000000,80.000000,80.000000,20.000000,20.000000,20.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1392,0.320000,0.160000,0.520000,0.120000,0.520000,0.360000,0.560000,0.120000,0.320000,0.120000,0.520000,0.360000,0.160000,0.840000,0.000000,0.480000,0.480000,0.040000,0.440000,0.320000,0.240000,0.125000,0.416667,0.208333,0.083333,0.166667,0.416667,0.166667,0.458333,0.083333,0.083333,0.166667,0.416667,0.333333,0.000000,0.000000,0.500000,0.041667,0.041667,0.333333,0.208333,0.208333,8.000000,20.000000,44.000000,88.000000,100.000000,48.000000,48.000000,56.000000,80.000000,92.000000,4.000000,24.000000,40.000000,64.000000,84.000000,56.000000,56.000000,80.000000,92.000000,92.000000,4.000000,20.000000,40.000000,60.000000,100.000000,8.000000,36.000000,72.000000,84.000000,96.000000,4.000000,24.000000,40.000000,64.000000,84.000000,56.000000,56.000000,80.000000,92.000000,92.000000,8.000000,20.000000,44.000000,88.000000,100.000000,56.000000,56.000000,80.000000,92.000000,92.000000,4.000000,20.000000,40.000000,60.000000,100.000000,8.000000,36.000000,72.000000,84.000000,96.000000,8.000000,8.000000,28.000000,88.000000,96.000000,4.000000,32.000000,52.000000,72.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,20.000000,64.000000,84.000000,100.000000,4.000000,24.000000,40.000000,56.000000,92.000000,80.000000,80.000000,80.000000,80.000000,80.000000,4.000000,16.000000,36.000000,60.000000,76.000000,8.000000,20.000000,44.000000,88.000000,100.000000,48.000000,56.000000,72.000000,84.000000,92.000000
Positive_1049,0.333333,0.333333,0.333333,0.333333,0.000000,0.666667,0.333333,0.333333,0.333333,0.000000,0.333333,0.666667,0.333333,0.666667,0.000000,0.666667,0.000000,0.333333,0.000000,0.333333,0.666667,0.500000,0.000000,0.500000,0.000000,1.000000,0.000000,0.500000,0.000000,0.500000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,100.000000,100.000000,100.000000,100.000000,100.000000,66.666667,66.666667,66.666667,66.666667,66.666667,33.333333,33.333333,33.333333,33.333333,33.333333,66.666667,66.666667,66.666667,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,33.333333,33.333333,33.333333,100.000000,100.000000,33.333333,33.333333,33.333333,33.333333,33.333333,66.666667,66.666667,66.666667,66.666667,66.666667,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.666667,66.666667,66.666667,66.666667,66.666667,33.333333,33.333333,33.333333,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,33.333333,33.333333,33.333333,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,33.333333,33.333333,33.333333,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.666667,66.666667,66.666667,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,33.333333,33.333333,33.333333,66.666667,66.666667
Positive_1220,0.461538,0.538462,0.000000,0.461538,0.230769,0.307692,0.000000,0.461538,0.538462,0.384615,0.307692,0.307692,0.230769,0.538462,0.230769,0.769231,0.000000,0.230769,0.307692,0.461538,0.230769,0.500000,0.000000,0.000000,0.250000,0.250000,0.000000,0.000000,0.000000,0.500000,0.166667,0.166667,0.083333,0.250000,0.000000,0.250000,0.000000,0.500000,0.000000,0.333333,0.166667,0.166667,7.692308,15.384615,38.461538,92.307692,100.000000,23.076923,30.769231,53.846154,69.230769,84.615385,0.000000,0.000000,0.000000,0.000000,0.000000,23.076923,46.153846,53.846154,69.230769,84.615385,7.692308,7.692308,15.384615,76.923077,76.923077,30.769231,30.769231,38.461538,92.307692,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.076923,46.153846,53.846154,69.230769,84.615385,7.692308,15.384615,38.461538,92.307692,100.000000,46.153846,53.846154,61.538462,69.230769,84.615385,7.692308,7.692308,15.384615,23.076923,76.923077,30.769231,30.769231,38.461538,92.307692,100.000000,38.461538,38.461538,92.307692,100.000000,100.000000,23.076923,30.769231,53.846154,69.230769,84.615385,7.692308,7.692308,15.384615,76.923077,76.923077,7.692308,30.769231,46.153846,76.923077,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.076923,23.076923,61.538462,84.615385,84.615385,46.153846,46.153846,53.846154,69.230769,84.615385,7.692308,15.384615,38.461538,92.307692,100.000000,23.076923,23.076923,30.769231,61.538462,61.538462
Positive_1634,0.319444,0.347222,0.333333,0.375000,0.263889,0.361111,0.375000,0.250000,0.375000,0.250000,0.388889,0.361111,0.152778,0.750000,0.097222,0.402778,0.388889,0.208333,0.458333,0.319444,0.222222,0.197183,0.225352,0.323944,0.239437,0.309859,0.183099,0.295775,0.309859,0.140845,0.239437,0.197183,0.295775,0.225352,0.056338,0.112676,0.380282,0.154930,0.225352,0.267606,0.239437,0.154930,4.166667,16.666667,48.611111,73.611111,90.277778,1.388889,26.388889,51.388889,66.666667,98.611111,2.777778,27.777778,50.000000,81.944444,100.000000,1.388889,36.111111,59.722222,81.944444,98.611111,5.555556,23.611111,37.500000,69.444444,94.444444,2.777778,13.888889,45.833333,80.555556,100.000000,2.777778,27.777778,52.777778,81.944444,100.000000,1.388889,26.388889,47.222222,79.166667,98.611111,4.166667,16.666667,48.611111,73.611111,90.277778,1.388889,30.555556,51.388889,70.833333,98.611111,5.555556,27.777778,48.611111,72.222222,95.833333,2.777778,13.888889,45.833333,80.555556,100.000000,4.166667,12.500000,41.666667,76.388889,90.277778,1.388889,27.777778,50.000000,79.166667,100.000000,5.555556,23.611111,65.277778,73.611111,77.777778,4.166667,19.444444,41.666667,73.611111,97.222222,2.777778,26.388889,47.222222,72.222222,100.000000,1.388889,44.444444,63.888889,84.722222,98.611111,1.388889,31.944444,52.777778,81.944444,100.000000,4.166667,16.666667,48.611111,73.611111,90.277778,8.333333,25.000000,40.277778,61.111111,97.222222
Positive_1178,0.000000,0.250000,0.750000,0.250000,0.500000,0.250000,0.750000,0.250000,0.000000,0.000000,0.750000,0.250000,0.000000,1.000000,0.000000,0.250000,0.500000,0.250000,0.750000,0.000000,0.250000,0.000000,0.000000,0.428571,0.142857,0.285714,0.285714,0.428571,0.000000,0.000000,0.000000,0.000000,0.571429,0.000000,0.000000,0.000000,0.571429,0.000000,0.428571,0.000000,0.428571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,50.000000,100.000000,100.000000,12.500000,25.000000,37.500000,75.000000,87.500000,50.000000,50.000000,50.000000,100.000000,100.000000,12.500000,12.500000,25.000000,62.500000,75.000000,37.500000,37.500000,37.500000,87.500000,87.500000,12.500000,25.000000,37.500000,75.000000,87.500000,50.000000,50.000000,50.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.500000,25.000000,50.000000,75.000000,100.000000,37.500000,37.500000,37.500000,87.500000,87.500000,0.000000,0.000000,0.000000,0.000000,0.000000,12.500000,25.000000,50.000000,75.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,25.000000,25.000000,75.000000,75.000000,12.500000,12.500000,37.500000,62.500000,87.500000,50.000000,50.000000,50.000000,100.000000,100.000000,12.500000,25.000000,37.500000,75.000000,87.500000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,50.000000,100.000000,100.000000
Positive_NA13,0.361111,0.305556,0.333333,0.305556,0.361111,0.333333,0.333333,0.305556,0.361111,0.277778,0.388889,0.333333,0.250000,0.694444,0.055556,0.527778,0.250000,0.222222,0.583333,0.361111,0.055556,0.200000,0.285714,0.228571,0.285714,0.142857,0.228571,0.228571,0.285714,0.200000,0.342857,0.142857,0.228571,0.400000,0.028571,0.085714,0.342857,0.257143,0.057143,0.457143,0.085714,0.028571,2.777778,19.444444,36.111111,47.222222,91.666667,33.333333,61.111111,69.444444,88.888889,100.000000,5.555556,13.888889,41.666667,72.222222,97.222222,33.333333,61.111111,69.444444,88.888889,100.000000,11.111111,38.888889,52.777778,77.777778,97.222222,2.777778,8.333333,19.444444,36.111111,91.666667,5.555556,13.888889,41.666667,72.222222,97.222222,33.333333,61.111111,69.444444,88.888889,100.000000,2.777778,19.444444,36.111111,47.222222,91.666667,33.333333,61.111111,69.444444,88.888889,100.000000,11.111111,38.888889,52.777778,77.777778,97.222222,2.777778,8.333333,19.444444,36.111111,91.666667,2.777778,16.666667,27.777778,44.444444,91.666667,5.555556,38.888889,61.111111,77.777778,100.000000,25.000000,25.000000,25.000000,86.111111,86.111111,2.777778,25.000000,58.333333,86.111111,97.222222,5.555556,13.888889,41.666667,55.555556,77.777778,33.333333,38.888889,50.000000,66.666667,100.000000,5.555556,41.666667,63.888889,80.555556,100.000000,2.777778,19.444444,36.111111,47.222222,91.666667,30.555556,30.555556,30.555556,66.666667,66.666667
Positive_1125,0.272727,0.303030,0.424242,0.424242,0.393939,0.181818,0.484848,0.212121,0.303030,0.181818,0.636364,0.181818,0.090909,0.878788,0.030303,0.363636,0.393939,0.242424,0.575758,0.272727,0.151515,0.187500,0.250000,0.281250,0.312500,0.218750,0.093750,0.218750,0.312500,0.125000,0.218750,0.125000,0.187500,0.187500,0.000000,0.062500,0.343750,0.187500,0.187500,0.343750,0.218750,0.093750,21.212121,45.454545,60.606061,75.757576,96.969697,3.030303,18.181818,39.393939,63.636364,81.818182,6.060606,27.272727,54.545455,87.878788,100.000000,3.030303,21.212121,42.424242,63.636364,87.878788,12.121212,30.303030,48.484848,90.909091,100.000000,18.181818,33.333333,60.606061,78.787879,84.848485,6.060606,27.272727,54.545455,78.787879,100.000000,3.030303,9.090909,42.424242,63.636364,81.818182,18.181818,24.242424,48.484848,75.757576,96.969697,3.030303,9.090909,21.212121,63.636364,81.818182,6.060606,30.303030,51.515152,72.727273,100.000000,18.181818,33.333333,60.606061,78.787879,84.848485,60.606061,60.606061,75.757576,84.848485,84.848485,3.030303,27.272727,48.484848,72.727273,100.000000,21.212121,21.212121,21.212121,21.212121,21.212121,3.030303,18.181818,60.606061,75.757576,96.969697,6.060606,30.303030,54.545455,78.787879,100.000000,9.090909,21.212121,39.393939,51.515152,81.818182,3.030303,15.151515,54.545455,81.818182,100.000000,21.212121,45.454545,60.606061,75.757576,96.969697,18.181818,33.333333,39.393939,51.515152,78.787879
Positive_1238,0.320000,0.400000,0.280000,0.320000,0.240000,0.440000,0.280000,0.320000,0.400000,0.280000,0.280000,0.440000,0.320000,0.680000,0.000000,0.920000,0.040000,0.040000,0.560000,0.320000,0.120000,0.250000,0.166667,0.333333,0.333333,0.250000,0.166667,0.333333,0.166667,0.250000,0.333333,0.250000,0.166667,0.416667,0.000000,0.000000,0.083333,0.083333,0.000000,0.333333,0.166667,0.083333,4.000000,8.000000,40.000000,84.000000,100.000000,12.000000,28.000000,52.000000,76.000000,92.000000,16.000000,32.000000,48.000000,72.000000,88.000000,12.000000,28.000000,52.000000,68.000000,92.000000,16.000000,32.000000,48.000000,72.000000,88.000000,4.000000,20.000000,44.000000,84.000000,100.000000,16.000000,32.000000,48.000000,72.000000,88.000000,12.000000,28.000000,52.000000,68.000000,92.000000,4.000000,20.000000,40.000000,84.000000,100.000000,12.000000,28.000000,56.000000,76.000000,92.000000,16.000000,32.000000,52.000000,72.000000,88.000000,4.000000,20.000000,44.000000,84.000000,100.000000,4.000000,8.000000,40.000000,84.000000,100.000000,12.000000,32.000000,52.000000,72.000000,92.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,24.000000,56.000000,80.000000,100.000000,44.000000,44.000000,44.000000,44.000000,44.000000,52.000000,52.000000,52.000000,52.000000,52.000000,12.000000,32.000000,48.000000,72.000000,92.000000,4.000000,8.000000,40.000000,84.000000,100.000000,24.000000,24.000000,52.000000,80.000000,80.000000
Positive_1170,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,0.000000,0.500000,0.000000,1.000000,0.000000,0.000000,0.500000,0.500000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,50.000000,50.000000,50.000000,50.000000,50.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,50.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,50.000000,50.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,50.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,50.000000,50.000000,50.000000,100.000000,100.000000,100.000000,100.000000,100.000000,50.000000,50.000000,50.000000,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1062,0.250000,0.392857,0.357143,0.392857,0.357143,0.250000,0.357143,0.392857,0.250000,0.392857,0.357143,0.250000,0.214286,0.785714,0.000000,0.750000,0.178571,0.071429,0.714286,0.250000,0.035714,0.259259,0.185185,0.185185,0.259259,0.185185,0.185185,0.185185,0.185185,0.259259,0.259259,0.185185,0.185185,0.370370,0.000000,0.000000,0.333333,0.111111,0.037037,0.407407,0.037037,0.037037,14.285714,28.571429,42.857143,71.428571,96.428571,3.571429,46.428571,60.714286,89.285714,100.000000,7.142857,21.428571,35.714286,78.571429,85.714286,3.571429,46.428571,60.714286,89.285714,100.000000,7.142857,25.000000,39.285714,82.142857,96.428571,10.714286,14.285714,32.142857,57.142857,71.428571,7.142857,21.428571,35.714286,78.571429,85.714286,3.571429,46.428571,60.714286,89.285714,100.000000,14.285714,28.571429,42.857143,71.428571,96.428571,3.571429,46.428571,60.714286,89.285714,100.000000,7.142857,25.000000,39.285714,82.142857,96.428571,10.714286,14.285714,32.142857,57.142857,71.428571,14.285714,28.571429,32.142857,57.142857,71.428571,3.571429,25.000000,53.571429,82.142857,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.571429,28.571429,50.000000,67.857143,100.000000,10.714286,17.857143,35.714286,78.571429,85.714286,89.285714,89.285714,89.285714,96.428571,96.428571,3.571429,25.000000,53.571429,78.571429,100.000000,14.285714,28.571429,42.857143,71.428571,96.428571,17.857143,17.857143,17.857143,17.857143,17.857143
Positive_1047,0.666667,0.000000,0.333333,0.000000,0.666667,0.333333,0.333333,0.000000,0.666667,0.000000,0.666667,0.333333,0.333333,0.666667,0.000000,0.666667,0.333333,0.000000,0.333333,0.666667,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,33.333333,33.333333,33.333333,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.666667,66.666667,66.666667,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,33.333333,33.333333,33.333333,66.666667,66.666667,100.000000,100.000000,100.000000,100.000000,100.000000,66.666667,66.666667,66.666667,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,33.333333,33.333333,33.333333,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.333333,33.333333,33.333333,66.666667,66.666667,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,33.333333,33.333333,33.333333,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,33.333333,33.333333,33.333333,100.000000,100.000000,66.666667,66.666667,66.666667,66.666667,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,66.666667,66.666667,66.666667,66.666667,66.666667,33.333333,33.333333,33.333333,100.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1499,0.371429,0.285714,0.342857,0.285714,0.371429,0.342857,0.342857,0.285714,0.371429,0.257143,0.400000,0.342857,0.257143,0.685714,0.057143,0.542857,0.257143,0.200000,0.571429,0.371429,0.057143,0.205882,0.294118,0.205882,0.264706,0.147059,0.235294,0.205882,0.294118,0.205882,0.323529,0.147059,0.235294,0.411765,0.029412,0.088235,0.352941,0.235294,0.058824,0.470588,0.088235,0.029412,2.857143,20.000000,37.142857,48.571429,94.285714,34.285714,62.857143,68.571429,85.714286,97.142857,5.714286,14.285714,42.857143,74.285714,100.000000,34.285714,62.857143,68.571429,85.714286,97.142857,11.428571,40.000000,54.285714,80.000000,100.000000,2.857143,8.571429,20.000000,37.142857,94.285714,5.714286,14.285714,42.857143,74.285714,100.000000,34.285714,62.857143,68.571429,85.714286,97.142857,2.857143,20.000000,37.142857,48.571429,94.285714,34.285714,62.857143,71.428571,85.714286,97.142857,11.428571,40.000000,54.285714,80.000000,100.000000,2.857143,8.571429,20.000000,37.142857,94.285714,2.857143,17.142857,28.571429,45.714286,94.285714,5.714286,34.285714,57.142857,77.142857,100.000000,25.714286,25.714286,25.714286,88.571429,88.571429,2.857143,25.714286,60.000000,88.571429,100.000000,5.714286,14.285714,42.857143,57.142857,80.000000,34.285714,40.000000,51.428571,68.571429,85.714286,5.714286,34.285714,62.857143,80.000000,100.000000,2.857143,20.000000,37.142857,48.571429,94.285714,31.428571,31.428571,31.428571,68.571429,68.571429
Positive_1236,0.320000,0.400000,0.280000,0.320000,0.240000,0.440000,0.280000,0.320000,0.400000,0.280000,0.280000,0.440000,0.320000,0.680000,0.000000,0.920000,0.040000,0.040000,0.560000,0.320000,0.120000,0.333333,0.083333,0.416667,0.333333,0.250000,0.166667,0.333333,0.166667,0.250000,0.333333,0.250000,0.166667,0.416667,0.000000,0.000000,0.083333,0.083333,0.000000,0.333333,0.166667,0.083333,4.000000,8.000000,36.000000,80.000000,100.000000,12.000000,28.000000,52.000000,76.000000,92.000000,16.000000,32.000000,48.000000,72.000000,88.000000,12.000000,20.000000,52.000000,76.000000,92.000000,16.000000,32.000000,48.000000,72.000000,88.000000,4.000000,24.000000,44.000000,80.000000,100.000000,16.000000,32.000000,48.000000,72.000000,88.000000,12.000000,20.000000,52.000000,76.000000,92.000000,4.000000,24.000000,40.000000,80.000000,100.000000,12.000000,20.000000,56.000000,84.000000,92.000000,16.000000,32.000000,52.000000,72.000000,88.000000,4.000000,24.000000,44.000000,80.000000,100.000000,4.000000,8.000000,36.000000,80.000000,100.000000,12.000000,32.000000,52.000000,72.000000,92.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,24.000000,56.000000,80.000000,100.000000,44.000000,44.000000,44.000000,44.000000,44.000000,52.000000,52.000000,52.000000,52.000000,52.000000,12.000000,28.000000,48.000000,76.000000,92.000000,4.000000,8.000000,36.000000,80.000000,100.000000,40.000000,40.000000,52.000000,64.000000,64.000000
Positive_1012,0.071429,0.428571,0.500000,0.500000,0.357143,0.142857,0.500000,0.357143,0.142857,0.214286,0.642857,0.142857,0.071429,0.928571,0.000000,0.571429,0.285714,0.142857,0.714286,0.071429,0.214286,0.076923,0.000000,0.384615,0.384615,0.230769,0.000000,0.307692,0.076923,0.153846,0.384615,0.076923,0.153846,0.076923,0.000000,0.000000,0.384615,0.230769,0.076923,0.076923,0.307692,0.000000,100.000000,100.000000,100.000000,100.000000,100.000000,28.571429,35.714286,42.857143,64.285714,92.857143,7.142857,14.285714,50.000000,78.571429,85.714286,21.428571,35.714286,57.142857,85.714286,92.857143,7.142857,14.285714,50.000000,71.428571,78.571429,28.571429,28.571429,28.571429,100.000000,100.000000,7.142857,14.285714,50.000000,78.571429,85.714286,35.714286,42.857143,57.142857,64.285714,92.857143,28.571429,28.571429,28.571429,100.000000,100.000000,42.857143,42.857143,64.285714,92.857143,92.857143,7.142857,21.428571,50.000000,71.428571,85.714286,28.571429,28.571429,28.571429,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,7.142857,28.571429,50.000000,71.428571,92.857143,0.000000,0.000000,0.000000,0.000000,0.000000,7.142857,28.571429,64.285714,78.571429,100.000000,14.285714,14.285714,21.428571,50.000000,85.714286,35.714286,35.714286,35.714286,57.142857,57.142857,7.142857,21.428571,50.000000,78.571429,92.857143,100.000000,100.000000,100.000000,100.000000,100.000000,28.571429,28.571429,35.714286,57.142857,57.142857
