ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Negative_F1857,0.045455,0.030303,0.045455,0.000000,0.015152,0.212121,0.030303,0.030303,0.075758,0.030303,0.015152,0.045455,0.090909,0.015152,0.090909,0.136364,0.045455,0.030303,0.015152,0.000000
Negative_F2349,0.021277,0.127660,0.063830,0.085106,0.021277,0.021277,0.000000,0.106383,0.085106,0.042553,0.021277,0.000000,0.042553,0.063830,0.085106,0.085106,0.042553,0.021277,0.000000,0.063830
Negative_F2216,0.241379,0.000000,0.017241,0.000000,0.017241,0.120690,0.017241,0.034483,0.034483,0.155172,0.000000,0.000000,0.017241,0.034483,0.000000,0.068966,0.103448,0.103448,0.034483,0.000000
Negative_F1836,0.028571,0.000000,0.028571,0.028571,0.085714,0.028571,0.000000,0.114286,0.085714,0.057143,0.057143,0.057143,0.171429,0.000000,0.085714,0.028571,0.028571,0.085714,0.028571,0.000000
Negative_F1250,0.040000,0.160000,0.040000,0.040000,0.060000,0.080000,0.040000,0.060000,0.060000,0.000000,0.020000,0.100000,0.020000,0.040000,0.020000,0.080000,0.020000,0.020000,0.040000,0.060000
Negative_F714,0.160000,0.000000,0.040000,0.040000,0.040000,0.120000,0.000000,0.040000,0.120000,0.080000,0.120000,0.040000,0.000000,0.000000,0.000000,0.040000,0.040000,0.080000,0.040000,0.000000
Negative_F981,0.160000,0.000000,0.080000,0.000000,0.000000,0.120000,0.040000,0.120000,0.160000,0.120000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.040000,0.120000,0.000000,0.000000
Negative_F580,0.095238,0.000000,0.142857,0.071429,0.000000,0.023810,0.023810,0.095238,0.047619,0.095238,0.000000,0.047619,0.119048,0.000000,0.071429,0.023810,0.047619,0.023810,0.023810,0.047619
Negative_F1295,0.125000,0.083333,0.000000,0.000000,0.083333,0.000000,0.041667,0.041667,0.041667,0.166667,0.000000,0.000000,0.083333,0.000000,0.041667,0.000000,0.125000,0.166667,0.000000,0.000000
Negative_F2410,0.064516,0.161290,0.000000,0.000000,0.032258,0.129032,0.032258,0.064516,0.096774,0.064516,0.032258,0.000000,0.032258,0.000000,0.000000,0.064516,0.193548,0.032258,0.000000,0.000000
Negative_F2009,0.235294,0.117647,0.000000,0.000000,0.117647,0.000000,0.000000,0.117647,0.176471,0.058824,0.000000,0.058824,0.058824,0.000000,0.058824,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F2245,0.066667,0.000000,0.000000,0.000000,0.133333,0.133333,0.000000,0.000000,0.000000,0.066667,0.066667,0.000000,0.000000,0.000000,0.333333,0.133333,0.000000,0.000000,0.000000,0.066667
Negative_F1255,0.125000,0.083333,0.083333,0.041667,0.000000,0.041667,0.000000,0.041667,0.208333,0.125000,0.083333,0.000000,0.000000,0.000000,0.000000,0.041667,0.041667,0.083333,0.000000,0.000000
Negative_F2141,0.000000,0.000000,0.000000,0.000000,0.041667,0.000000,0.000000,0.000000,0.250000,0.166667,0.000000,0.000000,0.041667,0.041667,0.208333,0.000000,0.000000,0.125000,0.083333,0.041667
Negative_F1177,0.031250,0.125000,0.000000,0.000000,0.062500,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000,0.093750,0.156250,0.000000,0.187500,0.062500,0.000000,0.125000,0.031250,0.031250
Negative_F240,0.000000,0.170213,0.042553,0.021277,0.021277,0.148936,0.063830,0.000000,0.063830,0.106383,0.021277,0.021277,0.021277,0.000000,0.127660,0.042553,0.063830,0.042553,0.000000,0.021277
Negative_F1134,0.121212,0.121212,0.060606,0.000000,0.000000,0.060606,0.000000,0.151515,0.090909,0.030303,0.000000,0.060606,0.030303,0.000000,0.030303,0.060606,0.121212,0.030303,0.030303,0.000000
Negative_F1386,0.071429,0.190476,0.071429,0.023810,0.023810,0.119048,0.023810,0.071429,0.142857,0.023810,0.047619,0.047619,0.047619,0.000000,0.000000,0.000000,0.071429,0.023810,0.000000,0.000000
Negative_F1360,0.095238,0.095238,0.000000,0.000000,0.047619,0.047619,0.000000,0.047619,0.095238,0.238095,0.047619,0.000000,0.047619,0.000000,0.047619,0.047619,0.095238,0.047619,0.000000,0.000000
Negative_F294,0.000000,0.000000,0.043478,0.000000,0.043478,0.000000,0.000000,0.086957,0.086957,0.086957,0.000000,0.000000,0.086957,0.043478,0.217391,0.000000,0.043478,0.173913,0.086957,0.000000
Negative_F215,0.000000,0.157895,0.000000,0.000000,0.000000,0.078947,0.052632,0.026316,0.105263,0.026316,0.026316,0.052632,0.105263,0.026316,0.184211,0.052632,0.026316,0.078947,0.000000,0.000000
Negative_F1253,0.000000,0.206897,0.034483,0.034483,0.000000,0.103448,0.000000,0.034483,0.034483,0.068966,0.034483,0.034483,0.103448,0.000000,0.000000,0.068966,0.137931,0.034483,0.034483,0.034483
Negative_F2133,0.000000,0.000000,0.000000,0.068966,0.137931,0.034483,0.000000,0.103448,0.275862,0.103448,0.000000,0.000000,0.034483,0.000000,0.137931,0.034483,0.000000,0.068966,0.000000,0.000000
Negative_F233,0.058824,0.156863,0.000000,0.039216,0.039216,0.078431,0.039216,0.039216,0.078431,0.039216,0.000000,0.117647,0.058824,0.039216,0.039216,0.058824,0.019608,0.039216,0.019608,0.039216
Negative_F2036,0.030303,0.000000,0.000000,0.030303,0.090909,0.151515,0.030303,0.121212,0.121212,0.151515,0.030303,0.090909,0.000000,0.060606,0.060606,0.000000,0.000000,0.000000,0.030303,0.000000
Negative_F822,0.034483,0.034483,0.017241,0.000000,0.034483,0.120690,0.034483,0.051724,0.155172,0.120690,0.000000,0.034483,0.034483,0.034483,0.034483,0.034483,0.103448,0.051724,0.034483,0.034483
Negative_F1069,0.125000,0.150000,0.025000,0.000000,0.000000,0.150000,0.050000,0.025000,0.025000,0.100000,0.000000,0.075000,0.000000,0.000000,0.100000,0.050000,0.050000,0.050000,0.000000,0.025000
Negative_F2110,0.100000,0.066667,0.066667,0.000000,0.066667,0.166667,0.000000,0.066667,0.166667,0.133333,0.033333,0.033333,0.000000,0.000000,0.000000,0.033333,0.033333,0.033333,0.000000,0.000000
Negative_F271,0.100000,0.000000,0.050000,0.000000,0.050000,0.100000,0.100000,0.200000,0.050000,0.150000,0.000000,0.000000,0.000000,0.000000,0.150000,0.050000,0.000000,0.000000,0.000000,0.000000
Negative_F751,0.000000,0.206897,0.000000,0.034483,0.000000,0.172414,0.000000,0.034483,0.000000,0.034483,0.000000,0.068966,0.103448,0.000000,0.034483,0.068966,0.137931,0.068966,0.034483,0.000000
Negative_F497,0.136364,0.045455,0.022727,0.000000,0.000000,0.204545,0.000000,0.068182,0.090909,0.022727,0.000000,0.159091,0.000000,0.000000,0.000000,0.045455,0.068182,0.045455,0.045455,0.045455
Negative_F522,0.108108,0.054054,0.027027,0.000000,0.081081,0.135135,0.000000,0.054054,0.135135,0.108108,0.000000,0.027027,0.000000,0.027027,0.054054,0.108108,0.000000,0.081081,0.000000,0.000000
Negative_F493,0.064516,0.064516,0.032258,0.000000,0.064516,0.129032,0.000000,0.032258,0.096774,0.064516,0.000000,0.064516,0.000000,0.000000,0.032258,0.064516,0.161290,0.129032,0.000000,0.000000
Negative_F538,0.012658,0.000000,0.000000,0.000000,0.189873,0.088608,0.000000,0.012658,0.000000,0.000000,0.000000,0.063291,0.531646,0.000000,0.075949,0.000000,0.000000,0.012658,0.012658,0.000000
Negative_F374,0.166667,0.083333,0.000000,0.000000,0.125000,0.000000,0.000000,0.166667,0.166667,0.041667,0.000000,0.000000,0.041667,0.000000,0.000000,0.125000,0.000000,0.083333,0.000000,0.000000
Negative_F636,0.000000,0.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.142857,0.071429,0.142857,0.000000,0.000000,0.071429,0.000000,0.000000,0.214286,0.071429,0.142857,0.000000,0.000000
Negative_F322,0.021277,0.170213,0.085106,0.042553,0.042553,0.063830,0.042553,0.000000,0.063830,0.042553,0.000000,0.085106,0.021277,0.000000,0.127660,0.042553,0.106383,0.000000,0.021277,0.021277
Negative_F590,0.043478,0.021739,0.021739,0.021739,0.021739,0.000000,0.021739,0.043478,0.043478,0.130435,0.021739,0.065217,0.000000,0.021739,0.043478,0.173913,0.043478,0.173913,0.043478,0.043478
Negative_F2432,0.000000,0.000000,0.000000,0.050000,0.150000,0.000000,0.000000,0.050000,0.100000,0.150000,0.000000,0.000000,0.100000,0.000000,0.150000,0.100000,0.000000,0.000000,0.150000,0.000000
Negative_F455,0.030303,0.060606,0.030303,0.030303,0.030303,0.212121,0.000000,0.000000,0.151515,0.181818,0.000000,0.030303,0.000000,0.030303,0.000000,0.060606,0.000000,0.151515,0.000000,0.000000
Negative_F2337,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000,0.000000,0.076923,0.307692,0.153846,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.076923,0.076923,0.000000,0.000000
Negative_F1151,0.052632,0.236842,0.026316,0.000000,0.000000,0.052632,0.000000,0.000000,0.026316,0.052632,0.000000,0.052632,0.184211,0.026316,0.184211,0.026316,0.026316,0.000000,0.052632,0.000000
Negative_F1504,0.040816,0.000000,0.020408,0.020408,0.061224,0.163265,0.040816,0.040816,0.132653,0.000000,0.000000,0.061224,0.132653,0.071429,0.020408,0.071429,0.020408,0.061224,0.030612,0.010204
Negative_F2302,0.111111,0.000000,0.027778,0.055556,0.083333,0.000000,0.000000,0.000000,0.166667,0.027778,0.027778,0.000000,0.166667,0.027778,0.000000,0.083333,0.111111,0.083333,0.000000,0.027778
Negative_F2255,0.090909,0.000000,0.018182,0.127273,0.018182,0.054545,0.018182,0.036364,0.200000,0.054545,0.000000,0.000000,0.018182,0.036364,0.090909,0.018182,0.036364,0.163636,0.018182,0.000000
Negative_F646,0.105263,0.000000,0.000000,0.026316,0.000000,0.184211,0.078947,0.131579,0.184211,0.026316,0.000000,0.026316,0.026316,0.000000,0.026316,0.026316,0.026316,0.105263,0.000000,0.026316
Negative_F1292,0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.055556,0.111111,0.222222,0.111111,0.055556,0.055556,0.055556,0.000000,0.055556,0.000000,0.055556,0.000000,0.000000,0.000000
Negative_F2121,0.056604,0.113208,0.056604,0.037736,0.018868,0.094340,0.037736,0.037736,0.094340,0.037736,0.018868,0.037736,0.037736,0.075472,0.037736,0.000000,0.018868,0.094340,0.018868,0.075472
Negative_F391,0.022222,0.177778,0.044444,0.022222,0.000000,0.177778,0.000000,0.000000,0.066667,0.044444,0.000000,0.088889,0.044444,0.088889,0.022222,0.133333,0.000000,0.000000,0.022222,0.044444
Negative_F514,0.071429,0.071429,0.071429,0.000000,0.000000,0.107143,0.000000,0.071429,0.178571,0.178571,0.035714,0.071429,0.000000,0.000000,0.000000,0.000000,0.107143,0.035714,0.000000,0.000000
Negative_F583,0.033333,0.000000,0.050000,0.133333,0.050000,0.016667,0.000000,0.066667,0.133333,0.066667,0.000000,0.116667,0.033333,0.083333,0.000000,0.066667,0.083333,0.033333,0.000000,0.033333
Negative_F1209,0.000000,0.187500,0.000000,0.062500,0.125000,0.125000,0.062500,0.062500,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.000000,0.187500,0.062500,0.062500,0.000000,0.000000
Negative_F2385,0.000000,0.000000,0.028571,0.028571,0.000000,0.114286,0.000000,0.171429,0.200000,0.114286,0.000000,0.085714,0.057143,0.000000,0.085714,0.000000,0.057143,0.028571,0.028571,0.000000
Negative_F1862,0.062500,0.125000,0.046875,0.015625,0.015625,0.109375,0.000000,0.000000,0.078125,0.015625,0.031250,0.078125,0.031250,0.000000,0.078125,0.046875,0.062500,0.046875,0.046875,0.109375
Negative_F621,0.133333,0.066667,0.066667,0.100000,0.022222,0.011111,0.077778,0.044444,0.033333,0.077778,0.022222,0.077778,0.022222,0.055556,0.044444,0.022222,0.066667,0.033333,0.000000,0.022222
Negative_F2211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071429,0.071429,0.142857,0.285714,0.071429,0.000000,0.000000,0.000000,0.142857,0.071429,0.071429,0.071429,0.000000,0.000000
Negative_F2212,0.133333,0.000000,0.000000,0.000000,0.000000,0.133333,0.000000,0.000000,0.000000,0.133333,0.000000,0.000000,0.000000,0.000000,0.266667,0.066667,0.066667,0.066667,0.066667,0.066667
Negative_F157,0.000000,0.200000,0.000000,0.033333,0.033333,0.233333,0.000000,0.000000,0.066667,0.000000,0.033333,0.000000,0.066667,0.033333,0.100000,0.066667,0.000000,0.066667,0.000000,0.066667
Negative_F939,0.166667,0.000000,0.000000,0.000000,0.055556,0.111111,0.000000,0.166667,0.111111,0.277778,0.000000,0.055556,0.055556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F1557,0.000000,0.000000,0.000000,0.028571,0.000000,0.628571,0.171429,0.000000,0.000000,0.000000,0.000000,0.028571,0.000000,0.000000,0.000000,0.028571,0.000000,0.000000,0.000000,0.114286
Negative_F47,0.222222,0.000000,0.000000,0.037037,0.000000,0.185185,0.000000,0.037037,0.148148,0.185185,0.000000,0.037037,0.000000,0.000000,0.000000,0.037037,0.000000,0.074074,0.000000,0.037037
Negative_F1101,0.025641,0.051282,0.025641,0.025641,0.000000,0.128205,0.051282,0.102564,0.076923,0.051282,0.051282,0.076923,0.051282,0.051282,0.000000,0.076923,0.025641,0.051282,0.025641,0.051282
Negative_F1962,0.043478,0.000000,0.000000,0.043478,0.043478,0.304348,0.173913,0.086957,0.043478,0.173913,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043478,0.000000,0.000000
Negative_F2224,0.000000,0.000000,0.000000,0.000000,0.093750,0.031250,0.000000,0.125000,0.000000,0.031250,0.000000,0.000000,0.375000,0.000000,0.312500,0.000000,0.000000,0.000000,0.000000,0.031250
Negative_F2438,0.030303,0.181818,0.000000,0.000000,0.000000,0.090909,0.060606,0.000000,0.181818,0.030303,0.060606,0.090909,0.030303,0.060606,0.060606,0.000000,0.090909,0.030303,0.000000,0.000000
Negative_F512,0.107143,0.071429,0.071429,0.000000,0.000000,0.071429,0.000000,0.071429,0.178571,0.142857,0.035714,0.071429,0.000000,0.035714,0.000000,0.000000,0.071429,0.071429,0.000000,0.000000
Negative_F883,0.105263,0.000000,0.105263,0.000000,0.105263,0.105263,0.000000,0.000000,0.157895,0.105263,0.000000,0.052632,0.000000,0.000000,0.000000,0.052632,0.000000,0.210526,0.000000,0.000000
Negative_F900,0.074074,0.000000,0.074074,0.037037,0.037037,0.037037,0.037037,0.000000,0.111111,0.111111,0.037037,0.074074,0.037037,0.037037,0.148148,0.074074,0.000000,0.037037,0.000000,0.037037
Negative_F320,0.055556,0.000000,0.027778,0.111111,0.000000,0.027778,0.027778,0.027778,0.055556,0.083333,0.027778,0.055556,0.138889,0.027778,0.083333,0.055556,0.055556,0.027778,0.000000,0.111111
Negative_F1947,0.014706,0.117647,0.029412,0.044118,0.014706,0.132353,0.014706,0.029412,0.044118,0.044118,0.000000,0.014706,0.161765,0.044118,0.088235,0.058824,0.088235,0.029412,0.014706,0.014706
Negative_F851,0.157895,0.000000,0.052632,0.000000,0.105263,0.105263,0.000000,0.000000,0.210526,0.210526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052632,0.105263,0.000000,0.000000
Negative_F568,0.054054,0.000000,0.054054,0.081081,0.081081,0.108108,0.000000,0.081081,0.189189,0.108108,0.000000,0.000000,0.027027,0.054054,0.081081,0.027027,0.027027,0.027027,0.000000,0.000000
Negative_F451,0.136364,0.000000,0.022727,0.045455,0.000000,0.068182,0.000000,0.068182,0.159091,0.045455,0.000000,0.045455,0.045455,0.045455,0.000000,0.090909,0.045455,0.090909,0.068182,0.022727
Negative_F1780,0.091837,0.020408,0.030612,0.051020,0.020408,0.122449,0.010204,0.030612,0.020408,0.102041,0.020408,0.030612,0.020408,0.061224,0.081633,0.061224,0.081633,0.061224,0.051020,0.030612
Negative_F249,0.086957,0.043478,0.000000,0.043478,0.130435,0.043478,0.000000,0.043478,0.130435,0.000000,0.000000,0.043478,0.043478,0.043478,0.086957,0.130435,0.000000,0.000000,0.000000,0.130435
Negative_F1387,0.035714,0.214286,0.000000,0.035714,0.107143,0.142857,0.000000,0.071429,0.071429,0.035714,0.000000,0.035714,0.035714,0.000000,0.000000,0.107143,0.000000,0.071429,0.000000,0.035714
Negative_F488,0.142857,0.000000,0.000000,0.000000,0.142857,0.142857,0.000000,0.214286,0.000000,0.142857,0.000000,0.000000,0.071429,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000
Negative_F1199,0.043478,0.043478,0.043478,0.043478,0.043478,0.195652,0.000000,0.152174,0.173913,0.043478,0.021739,0.043478,0.000000,0.000000,0.021739,0.021739,0.021739,0.086957,0.000000,0.000000
Negative_F592,0.217391,0.000000,0.000000,0.000000,0.014493,0.115942,0.000000,0.101449,0.043478,0.086957,0.028986,0.028986,0.000000,0.043478,0.014493,0.043478,0.130435,0.101449,0.014493,0.014493
Negative_F548,0.047619,0.000000,0.000000,0.047619,0.000000,0.238095,0.000000,0.047619,0.190476,0.238095,0.000000,0.000000,0.047619,0.000000,0.000000,0.047619,0.000000,0.047619,0.000000,0.047619
Negative_F43,0.050000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.150000,0.100000,0.200000,0.050000,0.000000,0.050000,0.000000,0.000000,0.050000,0.000000,0.100000,0.000000,0.000000
Negative_F708,0.069767,0.116279,0.046512,0.000000,0.023256,0.186047,0.069767,0.000000,0.046512,0.023256,0.046512,0.000000,0.023256,0.000000,0.000000,0.116279,0.046512,0.023256,0.046512,0.116279
Negative_F582,0.137255,0.000000,0.039216,0.098039,0.019608,0.019608,0.019608,0.019608,0.176471,0.078431,0.000000,0.039216,0.019608,0.137255,0.000000,0.039216,0.058824,0.078431,0.000000,0.019608
Negative_F1241,0.055556,0.000000,0.055556,0.000000,0.055556,0.000000,0.000000,0.055556,0.111111,0.000000,0.055556,0.111111,0.166667,0.055556,0.000000,0.111111,0.111111,0.000000,0.000000,0.055556
Negative_F415,0.031250,0.000000,0.062500,0.031250,0.031250,0.062500,0.218750,0.000000,0.125000,0.031250,0.000000,0.062500,0.000000,0.000000,0.125000,0.093750,0.000000,0.000000,0.000000,0.125000
Negative_F1637,0.058824,0.000000,0.000000,0.000000,0.235294,0.117647,0.000000,0.058824,0.058824,0.294118,0.000000,0.000000,0.117647,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.000000
Negative_F1613,0.075949,0.151899,0.037975,0.025316,0.012658,0.063291,0.025316,0.012658,0.037975,0.075949,0.012658,0.063291,0.075949,0.037975,0.101266,0.088608,0.075949,0.012658,0.000000,0.012658
Negative_F965,0.012987,0.051948,0.012987,0.090909,0.012987,0.025974,0.038961,0.051948,0.181818,0.038961,0.025974,0.025974,0.051948,0.025974,0.090909,0.077922,0.038961,0.051948,0.025974,0.064935
Negative_F1688,0.000000,0.000000,0.000000,0.076923,0.076923,0.153846,0.000000,0.307692,0.153846,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000
Negative_F992,0.208333,0.083333,0.000000,0.000000,0.083333,0.041667,0.000000,0.166667,0.166667,0.041667,0.000000,0.000000,0.041667,0.041667,0.000000,0.041667,0.000000,0.083333,0.000000,0.000000
Negative_F1692,0.038168,0.061069,0.022901,0.015267,0.038168,0.045802,0.030534,0.045802,0.007634,0.053435,0.015267,0.106870,0.068702,0.061069,0.106870,0.083969,0.083969,0.068702,0.007634,0.038168
Negative_F1231,0.076923,0.115385,0.057692,0.038462,0.057692,0.173077,0.000000,0.000000,0.076923,0.096154,0.038462,0.038462,0.000000,0.000000,0.038462,0.057692,0.057692,0.057692,0.019231,0.000000
Negative_F2362,0.029412,0.117647,0.029412,0.029412,0.029412,0.058824,0.029412,0.029412,0.058824,0.088235,0.029412,0.029412,0.029412,0.000000,0.117647,0.117647,0.058824,0.029412,0.058824,0.029412
Negative_F427,0.068182,0.068182,0.045455,0.034091,0.045455,0.045455,0.034091,0.045455,0.011364,0.056818,0.011364,0.136364,0.045455,0.056818,0.102273,0.034091,0.056818,0.022727,0.022727,0.056818
Negative_F1588,0.153846,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.000000,0.076923,0.153846,0.000000,0.076923,0.000000,0.000000,0.000000,0.076923,0.000000,0.153846,0.076923,0.000000
