ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Positive_1664,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111
Positive_NA15,0.153846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230769,0.307692,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.076923,0.076923,0.000000
Positive_1379,0.181818,0.000000,0.000000,0.000000,0.090909,0.000000,0.181818,0.000000,0.181818,0.318182,0.000000,0.000000,0.045455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1185,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.250000,0.125000
Positive_1246,0.135135,0.000000,0.027027,0.027027,0.027027,0.108108,0.000000,0.135135,0.189189,0.027027,0.000000,0.027027,0.027027,0.081081,0.027027,0.000000,0.027027,0.108108,0.027027,0.000000
Positive_1706,0.035714,0.214286,0.000000,0.000000,0.000000,0.107143,0.000000,0.000000,0.071429,0.035714,0.035714,0.035714,0.107143,0.035714,0.107143,0.071429,0.071429,0.071429,0.000000,0.000000
Positive_1222,0.100000,0.000000,0.066667,0.000000,0.000000,0.066667,0.066667,0.000000,0.000000,0.133333,0.000000,0.033333,0.300000,0.033333,0.033333,0.066667,0.033333,0.066667,0.000000,0.000000
Positive_1647,0.166667,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.166667,0.000000,0.000000
Positive_1257,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
Positive_1228,0.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320000,0.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000
Positive_NA8,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000
Positive_1230,0.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320000,0.320000,0.000000,0.000000,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000
Positive_1372,0.230769,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.307692,0.307692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1490,0.133333,0.000000,0.000000,0.000000,0.000000,0.066667,0.000000,0.000000,0.000000,0.266667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266667,0.266667,0.000000
Positive_1378,0.272727,0.000000,0.000000,0.000000,0.000000,0.000000,0.181818,0.000000,0.181818,0.363636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_NA4,0.000000,0.000000,0.166667,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.166667,0.000000,0.000000,0.166667,0.000000,0.166667
Positive_1380,0.391304,0.000000,0.000000,0.000000,0.000000,0.043478,0.000000,0.000000,0.173913,0.391304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_NA1,0.000000,0.000000,0.200000,0.000000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000,0.100000,0.000000,0.100000
Positive_1283,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000
Positive_1635,0.047619,0.000000,0.000000,0.095238,0.142857,0.047619,0.047619,0.000000,0.095238,0.047619,0.000000,0.000000,0.047619,0.047619,0.142857,0.047619,0.047619,0.095238,0.000000,0.047619
Positive_1608,0.000000,0.000000,0.285714,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.142857,0.285714,0.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.000000
Positive_1665,0.111111,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.222222,0.000000,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000
Positive_1205,0.100000,0.000000,0.000000,0.000000,0.300000,0.100000,0.100000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.100000,0.000000
Positive_1492,0.086957,0.000000,0.000000,0.043478,0.130435,0.173913,0.043478,0.086957,0.173913,0.043478,0.043478,0.043478,0.000000,0.000000,0.000000,0.086957,0.000000,0.043478,0.000000,0.000000
Positive_1186,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.166667,0.166667
Positive_NA6,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.166667,0.166667,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.166667
Positive_1666,0.222222,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.222222,0.000000,0.111111,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000
Positive_1249,0.090909,0.000000,0.000000,0.045455,0.136364,0.181818,0.045455,0.090909,0.181818,0.045455,0.000000,0.045455,0.000000,0.000000,0.000000,0.090909,0.000000,0.045455,0.000000,0.000000
Positive_1224,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320000,0.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000
Positive_1039,0.375000,0.125000,0.125000,0.000000,0.000000,0.125000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1661,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.222222,0.000000,0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.111111,0.111111,0.000000
Positive_1251,0.076923,0.000000,0.000000,0.000000,0.038462,0.115385,0.000000,0.115385,0.192308,0.192308,0.000000,0.000000,0.038462,0.000000,0.000000,0.038462,0.076923,0.076923,0.038462,0.000000
Positive_1172,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.111111,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111
Positive_NA10,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.250000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_NA2,0.000000,0.000000,0.200000,0.000000,0.100000,0.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000,0.100000,0.000000,0.100000
Positive_1362,0.038462,0.000000,0.000000,0.038462,0.038462,0.153846,0.000000,0.076923,0.230769,0.153846,0.000000,0.000000,0.000000,0.038462,0.000000,0.000000,0.076923,0.115385,0.038462,0.000000
Positive_1067,0.321429,0.000000,0.071429,0.000000,0.000000,0.035714,0.000000,0.000000,0.142857,0.214286,0.000000,0.035714,0.000000,0.000000,0.000000,0.000000,0.035714,0.107143,0.035714,0.000000
Positive_1054,0.000000,0.000000,0.066667,0.000000,0.066667,0.066667,0.000000,0.066667,0.066667,0.066667,0.066667,0.000000,0.066667,0.000000,0.333333,0.000000,0.000000,0.066667,0.000000,0.066667
Positive_1174,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.111111,0.000000,0.000000,0.000000,0.111111,0.111111,0.111111
Positive_1347,0.210526,0.000000,0.000000,0.000000,0.052632,0.000000,0.105263,0.157895,0.052632,0.105263,0.000000,0.105263,0.052632,0.000000,0.000000,0.105263,0.000000,0.052632,0.000000,0.000000
Positive_1073,0.153846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.307692,0.307692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.076923,0.076923,0.000000
Positive_1048,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1882,0.066667,0.000000,0.000000,0.000000,0.066667,0.066667,0.000000,0.066667,0.333333,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133333,0.066667,0.000000
Positive_1160,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000
Positive_1176,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.111111,0.111111,0.000000,0.000000,0.000000,0.111111,0.222222,0.111111
Positive_1232,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120000,0.000000,0.320000,0.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040000,0.000000
Positive_NA5,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.250000
Positive_1883,0.000000,0.000000,0.000000,0.000000,0.066667,0.066667,0.000000,0.000000,0.333333,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133333,0.133333,0.066667,0.000000
Positive_NA3,0.000000,0.000000,0.125000,0.000000,0.125000,0.000000,0.125000,0.125000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000000,0.125000,0.000000,0.000000,0.125000,0.000000,0.125000
Positive_1032,0.200000,0.000000,0.000000,0.033333,0.000000,0.166667,0.000000,0.033333,0.200000,0.166667,0.033333,0.033333,0.000000,0.000000,0.000000,0.033333,0.000000,0.066667,0.033333,0.000000
Positive_1165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000
Positive_1044,0.131579,0.000000,0.052632,0.000000,0.026316,0.131579,0.000000,0.105263,0.052632,0.078947,0.026316,0.000000,0.052632,0.052632,0.184211,0.000000,0.000000,0.078947,0.000000,0.026316
Positive_1055,0.250000,0.000000,0.050000,0.000000,0.000000,0.200000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000,0.050000,0.050000,0.100000,0.000000,0.000000,0.100000,0.000000,0.000000
Positive_1531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000
Positive_1398,0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.250000,0.083333,0.000000
Positive_1159,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000
Positive_1376,0.227273,0.000000,0.000000,0.000000,0.000000,0.000000,0.181818,0.000000,0.181818,0.363636,0.000000,0.000000,0.045455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Positive_1146,0.238095,0.000000,0.000000,0.000000,0.000000,0.095238,0.000000,0.095238,0.190476,0.285714,0.000000,0.047619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619
