ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Negative_F2339,0.000000,0.142857,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.142857,0.142857,0.000000,0.000000,0.000000,0.000000,0.285714,0.000000,0.000000,0.142857,0.071429,0.000000
Negative_F2346,0.000000,0.187500,0.000000,0.062500,0.000000,0.125000,0.000000,0.031250,0.250000,0.000000,0.000000,0.125000,0.031250,0.000000,0.093750,0.000000,0.000000,0.031250,0.031250,0.031250
Negative_F1479,0.070423,0.056338,0.042254,0.056338,0.028169,0.056338,0.000000,0.042254,0.084507,0.070423,0.000000,0.056338,0.028169,0.042254,0.098592,0.070423,0.056338,0.084507,0.014085,0.042254
Negative_F2347,0.181818,0.090909,0.000000,0.000000,0.000000,0.136364,0.022727,0.000000,0.022727,0.000000,0.000000,0.159091,0.022727,0.000000,0.022727,0.068182,0.068182,0.136364,0.022727,0.045455
Negative_F2366,0.107143,0.071429,0.047619,0.047619,0.023810,0.095238,0.023810,0.071429,0.154762,0.047619,0.011905,0.035714,0.035714,0.047619,0.023810,0.035714,0.023810,0.047619,0.011905,0.035714
Negative_F2369,0.000000,0.181818,0.000000,0.000000,0.000000,0.136364,0.000000,0.000000,0.045455,0.000000,0.045455,0.045455,0.000000,0.000000,0.227273,0.000000,0.090909,0.136364,0.045455,0.045455
Negative_F2097,0.022222,0.133333,0.044444,0.066667,0.044444,0.066667,0.000000,0.088889,0.155556,0.088889,0.000000,0.088889,0.022222,0.044444,0.022222,0.066667,0.044444,0.000000,0.000000,0.000000
Negative_F2381,0.153846,0.000000,0.000000,0.076923,0.076923,0.076923,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.153846,0.153846,0.000000,0.076923
Negative_F769,0.000000,0.200000,0.033333,0.033333,0.033333,0.166667,0.033333,0.000000,0.000000,0.033333,0.000000,0.066667,0.133333,0.000000,0.000000,0.000000,0.200000,0.033333,0.033333,0.000000
Negative_F841,0.000000,0.333333,0.000000,0.000000,0.000000,0.222222,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F2405,0.035714,0.000000,0.107143,0.035714,0.035714,0.178571,0.071429,0.107143,0.000000,0.000000,0.071429,0.035714,0.035714,0.035714,0.035714,0.071429,0.000000,0.000000,0.035714,0.107143
Negative_F1514,0.033058,0.000000,0.057851,0.024793,0.049587,0.181818,0.024793,0.090909,0.016529,0.057851,0.016529,0.057851,0.024793,0.016529,0.041322,0.157025,0.049587,0.033058,0.000000,0.066116
Negative_F357,0.000000,0.333333,0.000000,0.000000,0.055556,0.111111,0.000000,0.055556,0.000000,0.055556,0.000000,0.000000,0.000000,0.000000,0.277778,0.000000,0.055556,0.055556,0.000000,0.000000
Negative_F12,0.076923,0.000000,0.076923,0.076923,0.153846,0.076923,0.000000,0.230769,0.153846,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000
Negative_F2418,0.250000,0.000000,0.025000,0.025000,0.025000,0.075000,0.000000,0.075000,0.125000,0.050000,0.000000,0.025000,0.000000,0.100000,0.050000,0.000000,0.100000,0.075000,0.000000,0.000000
Negative_F2420,0.080645,0.000000,0.016129,0.000000,0.080645,0.177419,0.032258,0.016129,0.000000,0.032258,0.016129,0.112903,0.064516,0.112903,0.064516,0.080645,0.032258,0.032258,0.016129,0.032258
Negative_F2421,0.150000,0.150000,0.075000,0.000000,0.025000,0.100000,0.025000,0.000000,0.100000,0.100000,0.000000,0.050000,0.000000,0.000000,0.075000,0.025000,0.025000,0.050000,0.000000,0.050000
Negative_F2425,0.055556,0.055556,0.000000,0.000000,0.055556,0.055556,0.000000,0.111111,0.222222,0.055556,0.000000,0.055556,0.000000,0.055556,0.111111,0.000000,0.055556,0.111111,0.000000,0.000000
Negative_F2429,0.083333,0.166667,0.020833,0.000000,0.041667,0.104167,0.020833,0.041667,0.041667,0.062500,0.020833,0.041667,0.020833,0.041667,0.062500,0.062500,0.083333,0.020833,0.020833,0.041667
Negative_F2433,0.142857,0.000000,0.014286,0.028571,0.014286,0.171429,0.000000,0.128571,0.085714,0.057143,0.042857,0.028571,0.000000,0.014286,0.014286,0.057143,0.085714,0.071429,0.042857,0.000000
Negative_F2447,0.100000,0.000000,0.000000,0.000000,0.100000,0.100000,0.100000,0.150000,0.050000,0.100000,0.000000,0.000000,0.050000,0.000000,0.000000,0.150000,0.000000,0.100000,0.000000,0.000000
Negative_F1485,0.028037,0.149533,0.056075,0.018692,0.018692,0.084112,0.000000,0.009346,0.140187,0.046729,0.037383,0.028037,0.121495,0.046729,0.046729,0.056075,0.037383,0.046729,0.009346,0.018692
Negative_F172,0.000000,0.222222,0.000000,0.000000,0.111111,0.055556,0.000000,0.000000,0.055556,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.055556,0.055556,0.111111
Negative_F175,0.000000,0.235294,0.000000,0.000000,0.058824,0.058824,0.000000,0.058824,0.058824,0.000000,0.000000,0.000000,0.000000,0.000000,0.294118,0.000000,0.000000,0.058824,0.058824,0.117647
Negative_F325,0.153846,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.153846,0.076923,0.153846,0.076923,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000
Negative_F503,0.047619,0.000000,0.000000,0.000000,0.047619,0.190476,0.095238,0.047619,0.000000,0.190476,0.000000,0.000000,0.047619,0.000000,0.000000,0.095238,0.000000,0.238095,0.000000,0.000000
Negative_F948,0.058824,0.000000,0.000000,0.000000,0.176471,0.000000,0.000000,0.058824,0.058824,0.176471,0.000000,0.000000,0.117647,0.000000,0.058824,0.176471,0.000000,0.058824,0.000000,0.058824
Negative_F2299,0.066667,0.000000,0.000000,0.000000,0.066667,0.266667,0.000000,0.133333,0.133333,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.000000,0.066667,0.000000,0.000000
Negative_F2416,0.166667,0.083333,0.000000,0.000000,0.041667,0.083333,0.000000,0.083333,0.208333,0.125000,0.000000,0.000000,0.041667,0.000000,0.000000,0.041667,0.000000,0.125000,0.000000,0.000000
Negative_F1605,0.058824,0.000000,0.000000,0.000000,0.117647,0.235294,0.000000,0.176471,0.058824,0.176471,0.058824,0.000000,0.058824,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.000000
Negative_F2142,0.000000,0.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.285714,0.285714,0.000000,0.000000,0.000000,0.000000,0.142857,0.071429,0.000000,0.000000,0.000000,0.071429
Negative_F2186,0.181818,0.000000,0.000000,0.090909,0.000000,0.045455,0.000000,0.045455,0.136364,0.181818,0.000000,0.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.045455,0.000000
Negative_F1925,0.142857,0.000000,0.071429,0.000000,0.000000,0.071429,0.285714,0.000000,0.071429,0.285714,0.000000,0.000000,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.000000
Negative_F1926,0.090909,0.000000,0.090909,0.090909,0.090909,0.000000,0.000000,0.000000,0.272727,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.181818,0.000000,0.090909,0.000000,0.000000
Negative_F75,0.088889,0.177778,0.044444,0.066667,0.066667,0.088889,0.044444,0.022222,0.088889,0.000000,0.000000,0.022222,0.000000,0.088889,0.088889,0.022222,0.022222,0.044444,0.022222,0.000000
Negative_F358,0.050000,0.050000,0.050000,0.100000,0.050000,0.100000,0.150000,0.000000,0.100000,0.000000,0.050000,0.000000,0.000000,0.250000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
Negative_F506,0.080000,0.080000,0.000000,0.000000,0.120000,0.040000,0.000000,0.080000,0.160000,0.080000,0.000000,0.040000,0.080000,0.040000,0.000000,0.080000,0.000000,0.120000,0.000000,0.000000
Negative_F556,0.021739,0.173913,0.021739,0.021739,0.000000,0.130435,0.021739,0.065217,0.108696,0.043478,0.043478,0.065217,0.000000,0.000000,0.065217,0.021739,0.108696,0.021739,0.021739,0.043478
Negative_F578,0.029412,0.176471,0.029412,0.029412,0.000000,0.176471,0.029412,0.029412,0.058824,0.000000,0.000000,0.088235,0.058824,0.058824,0.058824,0.058824,0.000000,0.029412,0.029412,0.058824
Negative_F628,0.027778,0.166667,0.000000,0.000000,0.000000,0.194444,0.027778,0.027778,0.083333,0.000000,0.000000,0.111111,0.055556,0.083333,0.055556,0.055556,0.000000,0.027778,0.027778,0.055556
Negative_F701,0.044444,0.177778,0.066667,0.044444,0.044444,0.133333,0.022222,0.022222,0.044444,0.022222,0.000000,0.066667,0.000000,0.022222,0.111111,0.044444,0.066667,0.022222,0.022222,0.022222
Negative_F718,0.044444,0.177778,0.088889,0.044444,0.044444,0.066667,0.022222,0.000000,0.066667,0.022222,0.000000,0.044444,0.022222,0.000000,0.133333,0.044444,0.111111,0.022222,0.022222,0.022222
Negative_F723,0.021277,0.170213,0.021277,0.021277,0.063830,0.063830,0.021277,0.042553,0.148936,0.063830,0.021277,0.000000,0.063830,0.063830,0.042553,0.085106,0.063830,0.000000,0.000000,0.021277
Negative_F964,0.023810,0.142857,0.000000,0.023810,0.047619,0.142857,0.000000,0.071429,0.047619,0.023810,0.000000,0.071429,0.071429,0.023810,0.071429,0.023810,0.071429,0.071429,0.000000,0.071429
Negative_F1095,0.179487,0.000000,0.025641,0.025641,0.000000,0.102564,0.025641,0.102564,0.076923,0.076923,0.000000,0.025641,0.000000,0.102564,0.102564,0.025641,0.051282,0.051282,0.025641,0.000000
Negative_F1100,0.000000,0.000000,0.041667,0.125000,0.041667,0.041667,0.333333,0.000000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.083333,0.000000,0.000000,0.000000,0.041667
Negative_F1187,0.071429,0.000000,0.000000,0.071429,0.071429,0.142857,0.071429,0.142857,0.071429,0.214286,0.000000,0.000000,0.000000,0.000000,0.071429,0.071429,0.000000,0.000000,0.000000,0.000000
Negative_F1277,0.000000,0.181818,0.090909,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.181818,0.090909,0.090909,0.090909,0.000000,0.000000,0.090909,0.090909,0.000000,0.000000,0.000000
Negative_F1375,0.200000,0.000000,0.100000,0.050000,0.000000,0.200000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.250000,0.000000,0.000000,0.050000,0.000000,0.050000,0.000000,0.000000
Negative_F1424,0.019608,0.156863,0.000000,0.078431,0.058824,0.078431,0.098039,0.039216,0.098039,0.019608,0.000000,0.039216,0.019608,0.019608,0.078431,0.098039,0.019608,0.058824,0.019608,0.000000
Negative_F1436,0.000000,0.063492,0.047619,0.158730,0.000000,0.111111,0.031746,0.000000,0.015873,0.015873,0.031746,0.015873,0.047619,0.206349,0.190476,0.031746,0.000000,0.000000,0.000000,0.031746
Negative_F1606,0.000000,0.146341,0.073171,0.048780,0.048780,0.121951,0.024390,0.024390,0.170732,0.024390,0.000000,0.024390,0.000000,0.024390,0.024390,0.097561,0.000000,0.073171,0.000000,0.073171
Negative_F1761,0.000000,0.170213,0.085106,0.063830,0.042553,0.063830,0.042553,0.021277,0.106383,0.063830,0.000000,0.085106,0.042553,0.000000,0.085106,0.063830,0.042553,0.000000,0.021277,0.000000
Negative_F1945,0.000000,0.000000,0.043478,0.086957,0.130435,0.086957,0.217391,0.086957,0.043478,0.043478,0.000000,0.086957,0.043478,0.043478,0.000000,0.000000,0.000000,0.086957,0.000000,0.000000
Negative_F2050,0.058824,0.000000,0.000000,0.000000,0.058824,0.235294,0.000000,0.294118,0.058824,0.117647,0.058824,0.000000,0.058824,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.000000
Negative_F2054,0.000000,0.000000,0.000000,0.055556,0.055556,0.166667,0.000000,0.000000,0.222222,0.055556,0.000000,0.000000,0.055556,0.000000,0.000000,0.055556,0.000000,0.111111,0.000000,0.222222
Negative_F2273,0.078947,0.105263,0.000000,0.000000,0.026316,0.078947,0.000000,0.026316,0.052632,0.157895,0.026316,0.026316,0.000000,0.026316,0.184211,0.157895,0.000000,0.052632,0.000000,0.000000
Negative_F752,0.034483,0.206897,0.000000,0.034483,0.000000,0.137931,0.000000,0.034483,0.000000,0.034483,0.000000,0.034483,0.068966,0.000000,0.034483,0.068966,0.172414,0.068966,0.034483,0.034483
Negative_F777,0.066667,0.200000,0.000000,0.033333,0.000000,0.100000,0.000000,0.100000,0.033333,0.033333,0.000000,0.066667,0.066667,0.000000,0.000000,0.066667,0.066667,0.100000,0.033333,0.033333
Negative_F896,0.043478,0.130435,0.000000,0.021739,0.000000,0.065217,0.000000,0.065217,0.086957,0.043478,0.000000,0.086957,0.065217,0.000000,0.065217,0.152174,0.130435,0.000000,0.000000,0.043478
Negative_F901,0.065217,0.130435,0.021739,0.021739,0.021739,0.086957,0.000000,0.065217,0.108696,0.021739,0.000000,0.065217,0.043478,0.000000,0.086957,0.130435,0.086957,0.000000,0.000000,0.043478
Negative_F1252,0.000000,0.200000,0.033333,0.100000,0.033333,0.133333,0.000000,0.033333,0.100000,0.033333,0.000000,0.033333,0.066667,0.033333,0.000000,0.066667,0.033333,0.033333,0.033333,0.033333
Negative_F1388,0.000000,0.193548,0.032258,0.032258,0.032258,0.096774,0.000000,0.096774,0.064516,0.032258,0.000000,0.032258,0.064516,0.000000,0.032258,0.129032,0.000000,0.129032,0.000000,0.032258
Negative_F1389,0.000000,0.240000,0.000000,0.040000,0.120000,0.080000,0.000000,0.000000,0.160000,0.040000,0.000000,0.000000,0.080000,0.000000,0.000000,0.080000,0.080000,0.000000,0.000000,0.080000
Negative_F1390,0.068966,0.206897,0.034483,0.034483,0.068966,0.137931,0.000000,0.034483,0.000000,0.000000,0.000000,0.068966,0.068966,0.000000,0.034483,0.034483,0.172414,0.000000,0.034483,0.000000
Negative_F1604,0.058824,0.000000,0.000000,0.000000,0.117647,0.117647,0.000000,0.117647,0.058824,0.176471,0.000000,0.000000,0.058824,0.000000,0.000000,0.235294,0.000000,0.058824,0.000000,0.000000
Negative_F1957,0.000000,0.206897,0.000000,0.034483,0.000000,0.206897,0.000000,0.000000,0.000000,0.068966,0.000000,0.068966,0.103448,0.000000,0.034483,0.034483,0.103448,0.103448,0.034483,0.000000
Negative_F1959,0.032258,0.193548,0.064516,0.032258,0.000000,0.096774,0.000000,0.064516,0.032258,0.032258,0.000000,0.032258,0.096774,0.032258,0.032258,0.032258,0.064516,0.096774,0.000000,0.064516
Negative_F485,0.150000,0.100000,0.000000,0.000000,0.150000,0.000000,0.000000,0.050000,0.150000,0.300000,0.000000,0.000000,0.050000,0.000000,0.000000,0.050000,0.000000,0.000000,0.000000,0.000000
Negative_F609,0.080000,0.000000,0.040000,0.000000,0.040000,0.160000,0.040000,0.000000,0.200000,0.080000,0.000000,0.040000,0.000000,0.000000,0.040000,0.000000,0.040000,0.120000,0.080000,0.040000
Negative_F612,0.000000,0.000000,0.000000,0.000000,0.095238,0.238095,0.142857,0.047619,0.095238,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619,0.000000
Negative_F1010,0.076923,0.000000,0.000000,0.000000,0.230769,0.076923,0.000000,0.153846,0.076923,0.153846,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.000000,0.000000
Negative_F1178,0.000000,0.181818,0.000000,0.030303,0.090909,0.090909,0.000000,0.060606,0.000000,0.030303,0.000000,0.060606,0.000000,0.000000,0.272727,0.121212,0.030303,0.000000,0.000000,0.030303
Negative_F1180,0.133333,0.200000,0.000000,0.033333,0.100000,0.100000,0.000000,0.033333,0.000000,0.033333,0.000000,0.000000,0.033333,0.000000,0.133333,0.000000,0.033333,0.033333,0.033333,0.100000
Negative_F1203,0.151515,0.060606,0.030303,0.000000,0.030303,0.030303,0.000000,0.030303,0.090909,0.151515,0.000000,0.090909,0.000000,0.000000,0.030303,0.151515,0.060606,0.090909,0.000000,0.000000
Negative_F1586,0.076923,0.000000,0.000000,0.000000,0.076923,0.153846,0.000000,0.230769,0.076923,0.153846,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.076923,0.000000
Negative_F2229,0.076923,0.000000,0.000000,0.000000,0.153846,0.153846,0.153846,0.153846,0.000000,0.230769,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F2237,0.076923,0.000000,0.000000,0.000000,0.076923,0.076923,0.000000,0.076923,0.076923,0.384615,0.000000,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.000000
Negative_F232,0.000000,0.187500,0.000000,0.031250,0.031250,0.156250,0.031250,0.031250,0.062500,0.093750,0.000000,0.000000,0.031250,0.000000,0.218750,0.000000,0.031250,0.031250,0.000000,0.062500
Negative_F472,0.060606,0.060606,0.030303,0.000000,0.030303,0.181818,0.030303,0.060606,0.151515,0.121212,0.030303,0.000000,0.000000,0.030303,0.000000,0.060606,0.060606,0.090909,0.000000,0.000000
Negative_F675,0.000000,0.000000,0.000000,0.000000,0.076923,0.153846,0.000000,0.153846,0.076923,0.307692,0.000000,0.076923,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000
Negative_F1505,0.078947,0.157895,0.000000,0.052632,0.105263,0.157895,0.052632,0.026316,0.052632,0.052632,0.000000,0.052632,0.052632,0.026316,0.052632,0.026316,0.052632,0.000000,0.000000,0.000000
Negative_F1553,0.032258,0.161290,0.000000,0.000000,0.000000,0.000000,0.000000,0.032258,0.000000,0.096774,0.000000,0.032258,0.000000,0.032258,0.258065,0.161290,0.096774,0.064516,0.000000,0.032258
Negative_F1701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.307692,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.153846,0.076923,0.230769,0.000000,0.000000
Negative_F2084,0.100000,0.000000,0.000000,0.080000,0.020000,0.100000,0.020000,0.040000,0.100000,0.140000,0.020000,0.040000,0.000000,0.020000,0.060000,0.060000,0.020000,0.040000,0.100000,0.040000
Negative_F2151,0.133333,0.000000,0.000000,0.133333,0.000000,0.133333,0.000000,0.066667,0.000000,0.066667,0.066667,0.066667,0.000000,0.000000,0.000000,0.066667,0.066667,0.066667,0.000000,0.133333
Negative_F2278,0.181818,0.000000,0.000000,0.000000,0.045455,0.181818,0.000000,0.045455,0.045455,0.136364,0.000000,0.000000,0.000000,0.000000,0.227273,0.045455,0.000000,0.000000,0.045455,0.045455
Negative_F2283,0.040816,0.040816,0.020408,0.061224,0.040816,0.265306,0.000000,0.142857,0.204082,0.020408,0.000000,0.000000,0.000000,0.000000,0.020408,0.040816,0.020408,0.061224,0.020408,0.000000
Negative_F1,0.333333,0.000000,0.000000,0.090909,0.000000,0.121212,0.000000,0.030303,0.181818,0.060606,0.000000,0.000000,0.000000,0.000000,0.000000,0.060606,0.000000,0.090909,0.030303,0.000000
Negative_F16,0.062500,0.000000,0.062500,0.000000,0.062500,0.187500,0.000000,0.062500,0.125000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.187500,0.000000,0.000000
Negative_F49,0.050000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.150000,0.100000,0.250000,0.000000,0.000000,0.050000,0.000000,0.000000,0.100000,0.000000,0.100000,0.000000,0.000000
Negative_F88,0.093750,0.062500,0.093750,0.000000,0.031250,0.156250,0.000000,0.062500,0.218750,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.031250,0.031250,0.062500,0.000000,0.000000
Negative_F117,0.000000,0.333333,0.000000,0.000000,0.055556,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277778,0.000000,0.055556,0.166667,0.000000,0.000000
Negative_F118,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.153846,0.000000,0.307692,0.000000,0.000000,0.076923,0.230769,0.000000
Negative_F151,0.090909,0.181818,0.000000,0.030303,0.030303,0.060606,0.030303,0.060606,0.000000,0.090909,0.000000,0.000000,0.060606,0.000000,0.303030,0.000000,0.000000,0.060606,0.000000,0.000000
Negative_F177,0.058824,0.176471,0.000000,0.029412,0.058824,0.088235,0.000000,0.029412,0.000000,0.000000,0.000000,0.058824,0.029412,0.000000,0.264706,0.088235,0.000000,0.058824,0.000000,0.058824
Negative_F182,0.031250,0.187500,0.000000,0.031250,0.031250,0.125000,0.000000,0.031250,0.000000,0.062500,0.000000,0.000000,0.000000,0.000000,0.281250,0.031250,0.062500,0.031250,0.000000,0.093750
Negative_F184,0.034483,0.206897,0.000000,0.034483,0.034483,0.103448,0.000000,0.034483,0.000000,0.103448,0.000000,0.034483,0.000000,0.000000,0.206897,0.137931,0.034483,0.000000,0.000000,0.034483
Negative_F237,0.225806,0.000000,0.064516,0.000000,0.000000,0.096774,0.032258,0.064516,0.129032,0.096774,0.032258,0.000000,0.000000,0.032258,0.000000,0.032258,0.064516,0.096774,0.032258,0.000000
Negative_F311,0.125000,0.000000,0.000000,0.000000,0.083333,0.125000,0.000000,0.083333,0.208333,0.125000,0.000000,0.000000,0.041667,0.041667,0.000000,0.041667,0.000000,0.083333,0.041667,0.000000
Negative_F313,0.040000,0.120000,0.020000,0.000000,0.020000,0.100000,0.020000,0.060000,0.040000,0.080000,0.000000,0.020000,0.140000,0.000000,0.120000,0.060000,0.020000,0.080000,0.000000,0.060000
Negative_F315,0.016129,0.096774,0.000000,0.000000,0.032258,0.161290,0.016129,0.048387,0.032258,0.032258,0.000000,0.016129,0.161290,0.032258,0.112903,0.096774,0.016129,0.064516,0.000000,0.064516
Negative_F321,0.022222,0.133333,0.000000,0.000000,0.022222,0.133333,0.000000,0.066667,0.066667,0.022222,0.022222,0.044444,0.044444,0.088889,0.155556,0.066667,0.044444,0.066667,0.000000,0.000000
Negative_F323,0.111111,0.166667,0.027778,0.000000,0.111111,0.027778,0.027778,0.027778,0.027778,0.000000,0.000000,0.027778,0.000000,0.111111,0.111111,0.083333,0.027778,0.055556,0.027778,0.027778
Negative_F348,0.085106,0.000000,0.127660,0.063830,0.000000,0.170213,0.021277,0.000000,0.148936,0.148936,0.000000,0.000000,0.000000,0.000000,0.000000,0.085106,0.000000,0.148936,0.000000,0.000000
Negative_F352,0.000000,0.162162,0.000000,0.054054,0.027027,0.027027,0.027027,0.000000,0.108108,0.027027,0.027027,0.081081,0.000000,0.027027,0.081081,0.135135,0.108108,0.054054,0.027027,0.027027
Negative_F366,0.083333,0.083333,0.000000,0.000000,0.083333,0.083333,0.000000,0.125000,0.166667,0.041667,0.000000,0.000000,0.041667,0.041667,0.000000,0.041667,0.041667,0.125000,0.000000,0.041667
Negative_F405,0.266667,0.000000,0.000000,0.066667,0.000000,0.000000,0.200000,0.066667,0.133333,0.066667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.066667,0.000000,0.066667
Negative_F454,0.000000,0.117647,0.000000,0.000000,0.058824,0.117647,0.000000,0.176471,0.058824,0.176471,0.058824,0.000000,0.000000,0.058824,0.058824,0.000000,0.117647,0.000000,0.000000,0.000000
Negative_F521,0.108108,0.054054,0.054054,0.000000,0.054054,0.135135,0.000000,0.054054,0.162162,0.162162,0.000000,0.000000,0.000000,0.027027,0.027027,0.081081,0.027027,0.054054,0.000000,0.000000
Negative_F561,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.181818,0.000000,0.181818,0.272727,0.000000,0.000000,0.000000,0.000000,0.272727,0.000000,0.000000
Negative_F635,0.090909,0.060606,0.000000,0.030303,0.060606,0.151515,0.030303,0.030303,0.151515,0.121212,0.000000,0.060606,0.000000,0.030303,0.000000,0.060606,0.030303,0.090909,0.000000,0.000000
Negative_F644,0.153846,0.000000,0.025641,0.025641,0.025641,0.102564,0.076923,0.102564,0.179487,0.000000,0.000000,0.076923,0.000000,0.000000,0.051282,0.051282,0.025641,0.076923,0.000000,0.025641
Negative_F666,0.125000,0.083333,0.000000,0.000000,0.125000,0.000000,0.000000,0.041667,0.166667,0.208333,0.000000,0.041667,0.083333,0.000000,0.000000,0.041667,0.041667,0.041667,0.000000,0.000000
Negative_F670,0.076923,0.000000,0.000000,0.000000,0.076923,0.076923,0.000000,0.153846,0.076923,0.307692,0.000000,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.000000
Negative_F682,0.125000,0.083333,0.000000,0.000000,0.041667,0.041667,0.000000,0.083333,0.125000,0.291667,0.000000,0.000000,0.083333,0.000000,0.000000,0.041667,0.083333,0.000000,0.000000,0.000000
Negative_F689,0.081081,0.027027,0.081081,0.054054,0.000000,0.081081,0.000000,0.108108,0.243243,0.108108,0.027027,0.000000,0.000000,0.054054,0.000000,0.000000,0.000000,0.081081,0.027027,0.027027
