ID,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Negative_F1842,26.000000,-1.591180,4.207757,0.038462,0.000000,0.000000,0.076923,0.000000,-0.150000,0.192308,0.153846,0.883077
Negative_F517,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.853846,0.615385,0.076923,-2.266923
Negative_F408,38.000000,-0.157052,7.280188,0.000000,0.000000,0.210526,0.000000,0.000000,-1.223684,0.078947,0.078947,0.723158
Negative_F2113,20.000000,3.495918,9.595362,0.200000,0.000000,0.000000,0.000000,0.000000,-1.040000,0.200000,0.150000,1.067500
Negative_F1430,74.000000,-0.689673,6.561573,0.094595,0.054054,0.013514,0.067568,0.081081,-0.491892,0.351351,0.040541,2.053108
Negative_F2354,111.000000,0.513135,7.663795,0.027027,0.063063,0.063063,0.054054,0.027027,-0.554054,0.207207,0.081081,1.831802
Negative_F953,46.000000,6.379474,9.202169,0.108696,0.086957,0.021739,0.021739,0.021739,-0.439130,0.260870,0.086957,1.894565
Negative_F1857,66.000000,7.570360,10.966862,0.075758,0.090909,0.030303,0.045455,0.000000,-0.950000,0.181818,0.030303,2.423485
Negative_F2349,47.000000,0.049555,7.464005,0.085106,0.085106,0.000000,0.063830,0.085106,-0.529787,0.297872,0.085106,2.485532
Negative_F2216,58.000000,0.589515,8.598358,0.034483,0.000000,0.017241,0.017241,0.000000,1.056897,0.586207,0.051724,-0.919655
Negative_F1836,35.000000,3.895303,11.001997,0.085714,0.085714,0.000000,0.028571,0.028571,0.017143,0.457143,0.114286,1.023714
Negative_F1250,50.000000,-0.577245,6.855942,0.060000,0.020000,0.040000,0.040000,0.040000,-0.446000,0.300000,0.160000,1.609000
Negative_F714,25.000000,0.551503,8.497658,0.120000,0.000000,0.000000,0.040000,0.040000,0.416000,0.560000,0.080000,-0.018800
Negative_F981,25.000000,1.584950,9.528379,0.160000,0.000000,0.040000,0.080000,0.000000,0.540000,0.520000,0.000000,0.072400
Negative_F580,42.000000,-4.301149,4.511447,0.047619,0.071429,0.023810,0.142857,0.071429,-0.773810,0.380952,0.071429,2.415714
Negative_F1295,24.000000,1.542542,8.957189,0.041667,0.041667,0.041667,0.000000,0.000000,1.483333,0.583333,0.083333,-0.911250
Negative_F2410,31.000000,2.429744,8.778354,0.096774,0.000000,0.032258,0.000000,0.000000,0.570968,0.290323,0.032258,0.022581
Negative_F2009,17.000000,3.551254,9.851108,0.176471,0.058824,0.000000,0.000000,0.000000,0.547059,0.529412,0.117647,0.452353
Negative_F2245,15.000000,4.554822,11.999968,0.000000,0.333333,0.000000,0.000000,0.000000,-0.873333,0.400000,0.200000,4.308000
Negative_F1255,24.000000,1.497932,8.787637,0.208333,0.000000,0.000000,0.083333,0.041667,0.275000,0.458333,0.000000,0.690833
Negative_F2141,24.000000,10.539788,11.999968,0.250000,0.208333,0.000000,0.000000,0.000000,-0.979167,0.458333,0.166667,3.089167
Negative_F1177,32.000000,5.456783,10.663216,0.000000,0.187500,0.000000,0.000000,0.000000,-0.509375,0.281250,0.125000,2.568125
Negative_F240,47.000000,5.463146,9.120487,0.063830,0.127660,0.063830,0.042553,0.021277,-0.417021,0.212766,0.042553,2.358723
Negative_F1134,33.000000,1.503140,8.526347,0.090909,0.030303,0.000000,0.060606,0.000000,0.296970,0.363636,0.030303,0.886061
Negative_F1386,42.000000,1.435828,8.205552,0.142857,0.000000,0.023810,0.071429,0.023810,-0.033333,0.261905,0.023810,0.955952
Negative_F1360,21.000000,2.503410,9.503945,0.095238,0.047619,0.000000,0.000000,0.000000,1.166667,0.523810,0.047619,-0.545238
Negative_F294,23.000000,5.552763,11.999968,0.086957,0.217391,0.000000,0.043478,0.000000,-0.295652,0.478261,0.130435,2.567391
Negative_F215,38.000000,10.473487,10.903296,0.105263,0.184211,0.052632,0.000000,0.000000,-0.950000,0.157895,0.000000,3.403684
Negative_F1253,29.000000,-1.593011,4.370146,0.034483,0.000000,0.000000,0.034483,0.034483,0.213793,0.241379,0.068966,0.377931
Negative_F2133,29.000000,9.539549,11.624568,0.275862,0.137931,0.000000,0.000000,0.068966,-0.500000,0.413793,0.137931,2.435862
Negative_F233,51.000000,3.421837,8.721428,0.078431,0.039216,0.039216,0.000000,0.039216,-0.450980,0.274510,0.098039,1.636667
Negative_F2036,33.000000,4.585127,11.166069,0.121212,0.060606,0.030303,0.000000,0.030303,-0.078788,0.454545,0.121212,0.912121
Negative_F822,58.000000,9.554534,10.255324,0.155172,0.034483,0.034483,0.017241,0.000000,-0.298276,0.362069,0.103448,1.034310
Negative_F1069,40.000000,3.529370,8.962604,0.025000,0.100000,0.050000,0.025000,0.000000,0.077500,0.325000,0.025000,1.505500
Negative_F2110,30.000000,2.496811,9.243171,0.166667,0.000000,0.000000,0.066667,0.000000,0.426667,0.433333,0.066667,0.108000
Negative_F271,20.000000,2.628571,11.711343,0.050000,0.150000,0.100000,0.050000,0.000000,0.345000,0.500000,0.050000,1.441500
Negative_F751,29.000000,-0.588472,5.962319,0.000000,0.034483,0.000000,0.000000,0.034483,0.158621,0.172414,0.034483,0.671034
Negative_F497,44.000000,2.493859,9.189984,0.090909,0.000000,0.000000,0.022727,0.000000,-0.313636,0.363636,0.090909,0.861136
Negative_F522,37.000000,5.496314,10.207811,0.135135,0.054054,0.000000,0.027027,0.000000,0.356757,0.432432,0.081081,0.730000
Negative_F493,31.000000,2.501351,9.388998,0.096774,0.032258,0.000000,0.032258,0.000000,0.312903,0.354839,0.064516,0.851613
Negative_F538,79.000000,5.607652,11.999968,0.000000,0.075949,0.000000,0.000000,0.000000,-0.796203,0.240506,0.202532,0.738481
Negative_F374,24.000000,3.498424,9.701283,0.166667,0.000000,0.000000,0.000000,0.000000,1.300000,0.583333,0.125000,-0.792500
Negative_F636,14.000000,0.250723,8.465102,0.071429,0.000000,0.000000,0.000000,0.000000,1.571429,0.571429,0.142857,-1.100000
Negative_F322,47.000000,2.428533,8.513066,0.063830,0.127660,0.042553,0.085106,0.042553,-1.174468,0.148936,0.085106,3.773191
Negative_F590,46.000000,1.288506,9.101018,0.043478,0.043478,0.021739,0.021739,0.021739,0.500000,0.521739,0.108696,0.709565
Negative_F2432,20.000000,3.553487,11.723012,0.100000,0.150000,0.000000,0.000000,0.050000,-0.400000,0.500000,0.300000,1.693000
Negative_F455,33.000000,2.497485,9.243171,0.151515,0.000000,0.000000,0.030303,0.030303,0.469697,0.393939,0.030303,-0.042121
Negative_F2337,13.000000,4.522902,10.479352,0.307692,0.076923,0.000000,0.000000,0.000000,-0.061538,0.384615,0.076923,1.279231
Negative_F1151,38.000000,6.334688,9.268313,0.026316,0.184211,0.000000,0.026316,0.000000,-0.815789,0.157895,0.052632,2.946842
Negative_F1504,98.000000,10.671965,10.390901,0.132653,0.020408,0.040816,0.020408,0.020408,-1.051020,0.244898,0.102041,1.717551
Negative_F2302,36.000000,2.543871,9.604452,0.166667,0.000000,0.000000,0.027778,0.055556,-0.544444,0.361111,0.111111,1.284167
Negative_F2255,55.000000,7.574684,10.229215,0.200000,0.090909,0.018182,0.018182,0.127273,-0.718182,0.381818,0.036364,2.512364
Negative_F646,38.000000,6.648383,10.469230,0.184211,0.026316,0.078947,0.000000,0.026316,-0.139474,0.394737,0.026316,0.731842
Negative_F1292,18.000000,4.584032,11.333751,0.222222,0.055556,0.055556,0.000000,0.000000,-0.077778,0.500000,0.111111,1.076667
Negative_F2121,53.000000,1.515015,8.299483,0.094340,0.037736,0.037736,0.056604,0.037736,-0.428302,0.358491,0.113208,1.507736
Negative_F391,45.000000,0.459714,7.761558,0.066667,0.022222,0.000000,0.044444,0.022222,-0.888889,0.133333,0.066667,2.077333
Negative_F514,28.000000,2.496811,9.243171,0.178571,0.000000,0.000000,0.071429,0.000000,0.210714,0.392857,0.000000,0.583929
Negative_F583,60.000000,-3.348470,4.794960,0.133333,0.000000,0.000000,0.050000,0.133333,-1.183333,0.283333,0.083333,2.750167
Negative_F1209,16.000000,-1.134435,5.246944,0.000000,0.000000,0.062500,0.000000,0.062500,0.600000,0.250000,0.125000,0.225000
Negative_F2385,35.000000,7.887373,11.203783,0.200000,0.085714,0.000000,0.028571,0.028571,-0.542857,0.342857,0.028571,1.853429
Negative_F1862,64.000000,5.333693,8.990648,0.078125,0.078125,0.000000,0.046875,0.015625,-0.723437,0.328125,0.171875,2.097031
Negative_F621,90.000000,-8.333045,5.159810,0.033333,0.044444,0.077778,0.066667,0.100000,-0.615556,0.355556,0.044444,2.355556
Negative_F2211,14.000000,3.239957,11.999968,0.142857,0.142857,0.071429,0.000000,0.000000,0.307143,0.500000,0.000000,1.470000
Negative_F2212,15.000000,3.250622,11.999968,0.000000,0.266667,0.000000,0.000000,0.000000,-0.473333,0.466667,0.133333,2.938667
Negative_F157,30.000000,3.367154,8.919539,0.066667,0.100000,0.000000,0.000000,0.033333,-0.346667,0.200000,0.100000,1.587333
Negative_F939,18.000000,1.552442,10.002737,0.111111,0.000000,0.000000,0.000000,0.000000,1.500000,0.666667,0.055556,-1.772778
Negative_F1557,35.000000,-1.231690,6.623300,0.000000,0.000000,0.171429,0.000000,0.028571,-1.171429,0.114286,0.114286,0.705429
Negative_F47,27.000000,2.546046,9.825643,0.148148,0.000000,0.000000,0.000000,0.037037,0.592593,0.555556,0.037037,-0.517407
Negative_F1101,39.000000,0.266514,7.798950,0.076923,0.000000,0.051282,0.025641,0.025641,-0.251282,0.358974,0.076923,0.816667
Negative_F1962,23.000000,-0.297426,7.098644,0.043478,0.000000,0.173913,0.000000,0.043478,0.517391,0.434783,0.043478,-0.707826
Negative_F2224,32.000000,9.554696,11.999968,0.000000,0.312500,0.000000,0.000000,0.000000,-1.115625,0.281250,0.125000,3.589375
Negative_F2438,33.000000,7.196037,9.697479,0.181818,0.060606,0.060606,0.000000,0.000000,-0.987879,0.151515,0.000000,2.581818
Negative_F512,28.000000,2.496811,9.243171,0.178571,0.000000,0.000000,0.071429,0.000000,0.203571,0.428571,0.000000,0.690357
Negative_F883,19.000000,0.550829,8.497529,0.157895,0.000000,0.000000,0.105263,0.000000,0.515789,0.526316,0.105263,0.351053
Negative_F900,27.000000,3.313406,10.419848,0.111111,0.148148,0.037037,0.074074,0.037037,-1.292593,0.333333,0.074074,3.789259
Negative_F320,36.000000,-0.416100,6.770911,0.055556,0.083333,0.027778,0.027778,0.111111,-1.208333,0.333333,0.111111,2.699167
Negative_F1947,68.000000,3.736010,8.787250,0.044118,0.088235,0.014706,0.029412,0.044118,-0.747059,0.161765,0.044118,2.097353
Negative_F851,19.000000,2.547877,10.001383,0.210526,0.000000,0.000000,0.052632,0.000000,0.736842,0.578947,0.105263,-0.396842
Negative_F568,37.000000,4.544094,10.115750,0.189189,0.081081,0.000000,0.054054,0.081081,-0.678378,0.351351,0.081081,2.262973
Negative_F451,44.000000,3.540096,9.779354,0.159091,0.000000,0.000000,0.022727,0.045455,-0.365909,0.431818,0.090909,0.977273
Negative_F1780,98.000000,1.539287,8.785896,0.020408,0.081633,0.010204,0.030612,0.051020,-0.265306,0.408163,0.102041,1.522755
Negative_F249,23.000000,3.518986,9.745960,0.130435,0.086957,0.000000,0.000000,0.043478,-0.891304,0.391304,0.260870,2.452174
Negative_F1387,28.000000,0.404037,7.769003,0.071429,0.000000,0.000000,0.000000,0.035714,0.882143,0.357143,0.142857,-0.362143
Negative_F488,14.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,1.878571,0.642857,0.142857,-2.090000
Negative_F1199,46.000000,4.491511,9.627983,0.173913,0.021739,0.000000,0.043478,0.043478,0.221739,0.391304,0.043478,0.570435
Negative_F592,69.000000,3.513103,10.461494,0.043478,0.014493,0.000000,0.000000,0.000000,1.007246,0.579710,0.043478,-0.608406
Negative_F548,21.000000,2.546046,9.825643,0.190476,0.000000,0.000000,0.000000,0.047619,0.223810,0.428571,0.047619,-0.358095
Negative_F43,20.000000,1.552442,10.002737,0.100000,0.000000,0.000000,0.000000,0.000000,1.430000,0.550000,0.000000,-1.844000
Negative_F708,43.000000,-0.471831,6.970586,0.046512,0.000000,0.069767,0.046512,0.000000,-0.241860,0.348837,0.186047,0.574651
Negative_F582,51.000000,1.541218,9.057502,0.176471,0.000000,0.019608,0.039216,0.098039,-0.968627,0.352941,0.039216,2.263922
Negative_F1241,18.000000,0.246158,8.219542,0.111111,0.000000,0.000000,0.055556,0.000000,-1.105556,0.277778,0.111111,2.147778
Negative_F415,32.000000,4.795706,9.992422,0.125000,0.125000,0.218750,0.062500,0.031250,-2.296875,0.218750,0.156250,4.725000
Negative_F1637,17.000000,0.554947,8.750052,0.058824,0.000000,0.000000,0.000000,0.000000,1.635294,0.647059,0.235294,-2.128235
Negative_F1613,79.000000,5.330023,8.822966,0.037975,0.101266,0.025316,0.037975,0.025316,-0.573418,0.215190,0.025316,2.526076
Negative_F965,77.000000,12.227696,9.898492,0.181818,0.090909,0.038961,0.012987,0.090909,-1.240260,0.285714,0.103896,3.038052
Negative_F1688,13.000000,0.553562,8.591073,0.153846,0.000000,0.000000,0.000000,0.076923,0.830769,0.538462,0.153846,-0.806154
Negative_F992,24.000000,3.498424,9.701283,0.166667,0.000000,0.000000,0.000000,0.000000,1.162500,0.583333,0.083333,-0.835417
Negative_F1692,131.000000,9.496127,9.745831,0.007634,0.106870,0.030534,0.022901,0.015267,-0.585496,0.305344,0.083969,2.513893
Negative_F1231,52.000000,0.369639,7.740811,0.076923,0.038462,0.000000,0.057692,0.038462,0.151923,0.346154,0.076923,0.902692
Negative_F2362,34.000000,3.185791,9.245040,0.058824,0.117647,0.029412,0.029412,0.029412,-0.382353,0.323529,0.117647,2.175588
Negative_F427,88.000000,2.205976,8.625177,0.011364,0.102273,0.034091,0.045455,0.034091,-0.862500,0.329545,0.125000,2.802955
Negative_F1588,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.207692,0.692308,0.230769,-1.167692
Negative_F1373,28.000000,3.545371,10.176866,0.178571,0.000000,0.000000,0.035714,0.000000,0.596429,0.464286,0.000000,-0.103214
Negative_F1051,17.000000,0.554947,8.750052,0.058824,0.000000,0.000000,0.000000,0.000000,1.594118,0.588235,0.117647,-1.615294
Negative_F2103,54.000000,0.649021,8.130511,0.037037,0.037037,0.018519,0.018519,0.037037,0.127778,0.388889,0.037037,0.412407
Negative_F1454,24.000000,2.500929,9.390159,0.125000,0.000000,0.000000,0.000000,0.000000,0.933333,0.458333,0.041667,-0.189583
Negative_F258,19.000000,1.552863,9.994292,0.105263,0.052632,0.000000,0.052632,0.000000,0.915789,0.526316,0.000000,-0.122105
Negative_F553,39.000000,4.422050,8.923472,0.025641,0.102564,0.051282,0.000000,0.000000,-0.341026,0.282051,0.179487,1.572564
Negative_F350,31.000000,4.615647,10.295295,0.129032,0.032258,0.064516,0.000000,0.000000,-0.090323,0.483871,0.193548,0.762903
Negative_F694,13.000000,-0.405921,6.741127,0.000000,0.000000,0.076923,0.000000,0.000000,1.338462,0.615385,0.230769,-1.020769
Negative_F1403,22.000000,2.549936,10.302064,0.136364,0.000000,0.000000,0.000000,0.000000,0.922727,0.590909,0.000000,-0.901364
Negative_F2402,36.000000,5.391955,9.244460,0.222222,0.000000,0.000000,0.027778,0.027778,-0.116667,0.305556,0.027778,0.560000
Negative_F1093,57.000000,-1.687185,6.551342,0.087719,0.035088,0.105263,0.052632,0.087719,-0.949123,0.210526,0.052632,2.552105
Negative_F2296,76.000000,6.486719,9.219898,0.184211,0.000000,0.039474,0.026316,0.065789,-0.568421,0.315789,0.052632,1.486842
Negative_F1624,130.000000,7.377073,9.277790,0.038462,0.107692,0.007692,0.061538,0.023077,-0.485385,0.392308,0.100000,2.282000
Negative_F468,30.000000,2.536592,9.306994,0.133333,0.033333,0.033333,0.033333,0.033333,0.213333,0.433333,0.000000,0.902667
Negative_F212,39.000000,8.395720,9.895784,0.128205,0.128205,0.000000,0.025641,0.000000,-0.053846,0.307692,0.128205,1.975128
Negative_F1570,37.000000,1.540036,8.904003,0.027027,0.027027,0.027027,0.000000,0.000000,-0.097297,0.351351,0.081081,1.489189
Negative_F27,21.000000,-1.542620,4.050028,0.000000,0.000000,0.000000,0.047619,0.000000,1.157143,0.476190,0.190476,-0.943333
Negative_F1805,35.000000,1.502642,8.549878,0.028571,0.285714,0.028571,0.085714,0.171429,-2.248571,0.114286,0.028571,6.391429
Negative_F653,43.000000,3.530486,9.514454,0.116279,0.000000,0.023256,0.023256,0.000000,-0.548837,0.348837,0.116279,1.148140
Negative_F637,14.000000,0.250723,8.465102,0.071429,0.000000,0.000000,0.000000,0.000000,1.542857,0.571429,0.142857,-1.162857
Negative_F1439,45.000000,9.346267,9.754598,0.111111,0.111111,0.000000,0.000000,0.000000,-0.257778,0.244444,0.044444,1.975333
Negative_F651,43.000000,2.093286,8.815165,0.093023,0.000000,0.000000,0.023256,0.000000,-0.118605,0.348837,0.139535,0.269535
Negative_F1307,37.000000,4.493149,9.700445,0.189189,0.000000,0.000000,0.000000,0.054054,0.016216,0.378378,0.027027,0.578919
Negative_F1346,33.000000,3.494980,9.514389,0.181818,0.000000,0.000000,0.030303,0.030303,0.087879,0.393939,0.060606,0.783939
Negative_F80,13.000000,0.520645,8.720010,0.076923,0.000000,0.000000,0.000000,0.000000,1.900000,0.692308,0.000000,-2.285385
Negative_F2389,20.000000,5.588943,11.999968,0.050000,0.250000,0.050000,0.000000,0.000000,-0.805000,0.400000,0.200000,3.690500
Negative_F2401,25.000000,0.520645,8.720010,0.040000,0.000000,0.000000,0.000000,0.000000,0.944000,0.480000,0.080000,-1.010800
Negative_F113,42.000000,9.585648,11.362504,0.214286,0.047619,0.000000,0.023810,0.000000,-0.090476,0.452381,0.047619,1.165714
Negative_F2376,119.000000,11.761346,11.189665,0.025210,0.159664,0.050420,0.050420,0.033613,-1.296639,0.268908,0.084034,3.397983
Negative_F2371,11.000000,-0.478259,5.971584,0.000000,0.090909,0.000000,0.000000,0.090909,-0.381818,0.454545,0.181818,2.057273
Negative_F1595,43.000000,4.509201,9.125065,0.023256,0.139535,0.069767,0.023256,0.023256,-0.693023,0.279070,0.139535,2.471628
Negative_F216,25.000000,3.527631,9.305641,0.080000,0.080000,0.080000,0.000000,0.000000,-0.232000,0.160000,0.040000,1.554800
Negative_F1399,27.000000,-0.759099,6.410381,0.074074,0.000000,0.037037,0.074074,0.000000,0.107407,0.407407,0.111111,0.515185
Negative_F1972,56.000000,8.452573,10.133930,0.071429,0.142857,0.000000,0.035714,0.017857,-0.614286,0.250000,0.035714,2.773929
Negative_F792,39.000000,4.275664,10.288848,0.128205,0.051282,0.025641,0.051282,0.000000,-0.692308,0.384615,0.076923,1.843846
Negative_F312,20.000000,1.552442,10.002737,0.100000,0.000000,0.000000,0.000000,0.000000,1.545000,0.650000,0.100000,-1.578500
Negative_F231,33.000000,0.293265,7.710800,0.090909,0.000000,0.121212,0.030303,0.030303,-0.603030,0.303030,0.090909,1.773636
Negative_F1340,45.000000,-4.467578,4.704814,0.088889,0.088889,0.000000,0.044444,0.222222,-0.915556,0.333333,0.111111,3.107778
Negative_F1237,29.000000,2.501975,9.386677,0.034483,0.103448,0.000000,0.000000,0.034483,-0.413793,0.344828,0.103448,1.211034
Negative_F2357,30.000000,0.404037,7.769003,0.066667,0.000000,0.000000,0.000000,0.033333,0.563333,0.300000,0.066667,0.183667
Negative_F92,27.000000,3.496365,9.595362,0.185185,0.000000,0.000000,0.037037,0.000000,0.433333,0.407407,0.037037,-0.320000
Negative_F1486,59.000000,18.559946,11.999968,0.220339,0.118644,0.016949,0.000000,0.016949,-1.357627,0.271186,0.050847,3.283559
Negative_F1705,22.000000,-1.446280,4.870670,0.090909,0.045455,0.000000,0.045455,0.136364,-1.863636,0.136364,0.045455,3.188636
Negative_F985,29.000000,3.803273,10.166616,0.172414,0.068966,0.241379,0.068966,0.034483,-1.837931,0.172414,0.034483,3.741034
Negative_F1987,21.000000,3.586381,10.477676,0.190476,0.000000,0.095238,0.000000,0.000000,0.271429,0.523810,0.095238,0.020476
Negative_F1906,25.000000,2.647875,9.390352,0.080000,0.120000,0.040000,0.040000,0.040000,-0.708000,0.320000,0.080000,2.636000
Negative_F831,84.000000,-4.405966,4.050028,0.000000,0.000000,0.011905,0.035714,0.011905,0.065476,0.369048,0.047619,0.285714
Negative_F1473,87.000000,10.408807,10.296713,0.080460,0.126437,0.000000,0.022989,0.057471,-0.232184,0.390805,0.080460,2.100345
Negative_F2161,38.000000,14.537232,11.999968,0.210526,0.184211,0.000000,0.000000,0.000000,-0.494737,0.368421,0.078947,2.374474
Negative_F840,20.000000,-1.539440,4.050028,0.000000,0.000000,0.000000,0.000000,0.050000,0.940000,0.250000,0.050000,-0.508500
Negative_F1015,20.000000,-0.405921,6.741127,0.000000,0.000000,0.050000,0.000000,0.000000,1.475000,0.700000,0.050000,-1.347500
Negative_F1801,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.669231,0.615385,0.153846,-2.117692
Negative_F1448,23.000000,-4.439553,4.050028,0.000000,0.043478,0.000000,0.086957,0.130435,-0.982609,0.260870,0.086957,2.650435
Negative_F1921,43.000000,2.389943,8.512486,0.046512,0.093023,0.023256,0.046512,0.023256,-0.358140,0.232558,0.093023,1.909535
Negative_F1248,20.000000,7.495843,11.132288,0.250000,0.150000,0.000000,0.000000,0.000000,-0.495000,0.350000,0.150000,2.439000
Negative_F266,34.000000,9.348747,9.825643,0.117647,0.176471,0.000000,0.000000,0.000000,-0.417647,0.264706,0.117647,2.668235
Negative_F737,18.000000,-2.465483,4.050028,0.000000,0.000000,0.000000,0.055556,0.055556,1.122222,0.666667,0.111111,-0.718333
Negative_F57,46.000000,5.491486,9.834410,0.173913,0.043478,0.000000,0.043478,0.043478,0.082609,0.369565,0.021739,0.986304
Negative_F1202,29.000000,2.496811,9.243171,0.172414,0.000000,0.000000,0.068966,0.000000,0.234483,0.413793,0.034483,0.628966
Negative_F1110,12.000000,0.587009,8.505008,0.166667,0.000000,0.083333,0.083333,0.000000,-0.516667,0.333333,0.083333,0.948333
Negative_F572,23.000000,0.552888,8.590944,0.086957,0.000000,0.000000,0.043478,0.000000,0.756522,0.434783,0.000000,-0.423913
Negative_F1042,21.000000,0.033597,7.420978,0.000000,0.000000,0.619048,0.000000,0.000000,-2.361905,0.000000,0.000000,2.705714
Negative_F830,22.000000,-0.517695,5.939925,0.045455,0.045455,0.000000,0.090909,0.000000,0.195455,0.318182,0.090909,1.169545
Negative_F1032,36.000000,-0.417474,6.761760,0.027778,0.111111,0.027778,0.083333,0.055556,-1.194444,0.388889,0.138889,3.009722
Negative_F1309,20.000000,-0.443224,6.282380,0.100000,0.000000,0.000000,0.000000,0.100000,0.725000,0.500000,0.150000,-0.375500
Negative_F778,31.000000,1.401531,8.325270,0.096774,0.000000,0.000000,0.000000,0.032258,0.470968,0.290323,0.096774,0.253871
Negative_F2125,37.000000,6.552266,11.999968,0.000000,0.189189,0.000000,0.000000,0.000000,-1.281081,0.243243,0.243243,2.299730
Negative_F1104,51.000000,8.386894,9.651127,0.176471,0.039216,0.000000,0.019608,0.019608,-0.470588,0.274510,0.098039,1.796667
Negative_F1796,17.000000,0.554947,8.750052,0.058824,0.000000,0.000000,0.000000,0.000000,1.835294,0.647059,0.117647,-2.049412
Negative_F1050,33.000000,0.103983,7.565975,0.060606,0.000000,0.000000,0.000000,0.030303,0.251515,0.303030,0.030303,0.596970
Negative_F1020,20.000000,5.510598,11.388421,0.250000,0.050000,0.000000,0.000000,0.000000,-0.280000,0.400000,0.100000,0.947000
Negative_F2136,12.000000,6.557277,11.999968,0.000000,0.583333,0.000000,0.000000,0.000000,-3.000000,0.416667,0.416667,7.732500
Negative_F14,16.000000,0.552888,8.590944,0.125000,0.000000,0.000000,0.062500,0.000000,1.237500,0.562500,0.062500,-1.011875
Negative_F1763,34.000000,14.524830,11.999968,0.382353,0.058824,0.000000,0.000000,0.000000,-0.435294,0.411765,0.147059,1.586176
Negative_F904,30.000000,5.456808,10.706474,0.033333,0.166667,0.000000,0.000000,0.000000,-0.070000,0.300000,0.100000,2.122667
